time_sec,mode,iq_cmd_amp_ideal,iq_cmd_requested_amp,iq_cmd_lsb,iq_cmd_amp,iq_lsb,iq_amp,iq_error_amp,speed_dps
0.00010434499927214347,sin,0.0,0.0,0,0.0,0,0.0,0.0,0.0
0.0020558460000756895,sin,0.0,0.0,0,0.0,-2,-0.0322265625,0.0322265625,0.0
0.0040556459989602445,sin,0.0,0.0,0,0.0,-2,-0.0322265625,0.0322265625,0.0
0.00605572799941001,sin,0.0,0.0,0,0.0,0,0.0,0.0,0.0
0.008055337999394396,sin,0.0,0.0,0,0.0,-3,-0.04833984375,0.04833984375,0.0
0.010055769998871256,sin,0.0,0.0,0,0.0,-3,-0.04833984375,0.04833984375,0.0
0.012057003999871085,sin,0.0,0.0,0,0.0,-3,-0.04833984375,0.04833984375,0.0
0.014055923000341863,sin,0.0,0.0,0,0.0,-2,-0.0322265625,0.0322265625,0.0
0.01605514199945901,sin,0.0,0.0,0,0.0,-3,-0.04833984375,0.04833984375,0.0
0.018055313999866485,sin,0.0,0.0,0,0.0,-3,-0.04833984375,0.04833984375,0.0
0.020054483000421897,sin,0.0,0.0,0,0.0,-5,-0.08056640625,0.08056640625,0.0
0.022054494998883456,sin,0.0,0.0,0,0.0,-3,-0.04833984375,0.04833984375,0.0
0.0240591139991011,sin,0.0,0.0,0,0.0,0,0.0,0.0,0.0
0.026070125999467564,sin,0.0,0.0,0,0.0,7,0.11279296875,-0.11279296875,0.0
0.02811128499888582,sin,0.0,0.0,0,0.0,0,0.0,0.0,0.0
0.030061092000323697,sin,0.0,0.0,0,0.0,-2,-0.0322265625,0.0322265625,0.0
0.03206037199925049,sin,0.0,0.0,0,0.0,0,0.0,0.0,0.0
0.03405480199944577,sin,0.0,0.0,0,0.0,-1,-0.01611328125,0.01611328125,0.0
0.03605865999998059,sin,0.0,0.0,0,0.0,-1,-0.01611328125,0.01611328125,0.0
0.038059323000197764,sin,0.0,0.0,0,0.0,-2,-0.0322265625,0.0322265625,0.0
0.040062099000351736,sin,0.0,0.0,0,0.0,-2,-0.0322265625,0.0322265625,0.0
0.042058393999468535,sin,0.0,0.0,0,0.0,-2,-0.0322265625,0.0322265625,0.0
0.04405807399962214,sin,0.0,0.0,0,0.0,-1,-0.01611328125,0.01611328125,0.0
0.04605803499907779,sin,0.0,0.0,0,0.0,-2,-0.0322265625,0.0322265625,0.0
0.04805789599959098,sin,0.0,0.0,0,0.0,2,0.0322265625,-0.0322265625,0.0
0.05005859899938514,sin,0.0,0.0,0,0.0,-2,-0.0322265625,0.0322265625,0.0
0.05205862999901001,sin,0.0,0.0,0,0.0,0,0.0,0.0,0.0
0.054057418999946094,sin,0.0,0.0,0,0.0,-2,-0.0322265625,0.0322265625,0.0
0.05605804100014211,sin,0.0,0.0,0,0.0,0,0.0,0.0,0.0
0.05805768099889974,sin,0.0,0.0,0,0.0,-2,-0.0322265625,0.0322265625,0.0
0.06005869500040717,sin,0.0,0.0,0,0.0,-2,-0.0322265625,0.0322265625,0.0
0.062057994000497274,sin,0.0,0.0,0,0.0,-2,-0.0322265625,0.0322265625,0.0
0.06406558999879053,sin,0.0,0.0,0,0.0,-3,-0.04833984375,0.04833984375,0.0
0.06605904899879533,sin,0.0,0.0,0,0.0,1,0.01611328125,-0.01611328125,0.0
0.06805922000057762,sin,0.0,0.0,0,0.0,0,0.0,0.0,0.0
0.07005847999971593,sin,0.0,0.0,0,0.0,0,0.0,0.0,0.0
0.07205868199889665,sin,0.0,0.0,0,0.0,-2,-0.0322265625,0.0322265625,0.0
0.07405916300012905,sin,0.0,0.0,0,0.0,-2,-0.0322265625,0.0322265625,0.0
0.07606315199882374,sin,0.0,0.0,0,0.0,4,0.064453125,-0.064453125,0.0
0.07805872499920952,sin,0.0,0.0,0,0.0,-2,-0.0322265625,0.0322265625,0.0
0.08005984800001897,sin,0.0,0.0,0,0.0,7,0.11279296875,-0.11279296875,0.0
0.08206300500023644,sin,0.0,0.0,0,0.0,7,0.11279296875,-0.11279296875,0.0
0.08405759599918383,sin,0.0,0.0,0,0.0,-2,-0.0322265625,0.0322265625,0.0
0.08605734699995082,sin,0.0,0.0,0,0.0,0,0.0,0.0,0.0
0.08805723799923726,sin,0.0,0.0,0,0.0,0,0.0,0.0,0.0
0.09005758999956015,sin,0.0,0.0,0,0.0,-2,-0.0322265625,0.0322265625,0.0
0.09205696000026364,sin,0.0,0.0,0,0.0,-2,-0.0322265625,0.0322265625,0.0
0.09405768199940212,sin,0.0,0.0,0,0.0,-2,-0.0322265625,0.0322265625,0.0
0.09605717299928074,sin,0.0,0.0,0,0.0,0,0.0,0.0,0.0
0.09805663299994194,sin,0.0,0.0,0,0.0,0,0.0,0.0,0.0
0.1000580469990382,sin,0.0,0.0,0,0.0,0,0.0,0.0,0.0
