time_sec,hip_L_Joint_pos_rad,hip_R_Joint_pos_rad,thigh_L_Joint_pos_rad,thigh_R_Joint_pos_rad,knee_L_Joint_pos_rad,knee_R_Joint_pos_rad,wheel_L_Joint_pos_rad,wheel_R_Joint_pos_rad,hip_L_Joint_vel_rad/s,hip_R_Joint_vel_rad/s,thigh_L_Joint_vel_rad/s,thigh_R_Joint_vel_rad/s,knee_L_Joint_vel_rad/s,knee_R_Joint_vel_rad/s,wheel_L_Joint_vel_rad/s,wheel_R_Joint_vel_rad/s,hip_L_Joint_actual_torque,hip_R_Joint_actual_torque,thigh_L_Joint_actual_torque,thigh_R_Joint_actual_torque,knee_L_Joint_actual_torque,knee_R_Joint_actual_torque,wheel_L_Joint_actual_torque,wheel_R_Joint_actual_torque,hip_L_Joint_target_pos_rad,hip_L_Joint_target_torque
1048.444976565,0.0121,-0.0111,-0.001,0.0038,-0.0017,0.0004,1.1236,-0.2356,0.0543,0.0,0.0,0.0,0.0,0.0,-0.0003,-0.0008,0.1499,0.0359,0.003,0.0045,0.0055,-0.0095,0.0,0.0,0.09772809227377591,0.2370262
1048.449976565,0.0124,-0.0111,-0.001,0.0038,-0.0017,0.0004,1.1236,-0.2356,0.0647,0.0,0.0,0.0,0.0,0.0,-0.0003,-0.0008,0.1641,0.036,0.0028,0.0047,0.0056,-0.0096,0.0,0.0,0.10311675275689058,0.25145426
1048.454976565,0.0128,-0.0111,-0.001,0.0038,-0.0017,0.0004,1.1236,-0.2356,0.0758,0.0,0.0,0.0,0.0,0.0,-0.0003,-0.0008,0.1782,0.0359,0.0031,0.0042,0.0054,-0.0093,0.0,0.0,0.10845671653687516,0.26568025
1048.459976565,0.0133,-0.0111,-0.001,0.0038,-0.0017,0.0004,1.1236,-0.2356,0.0876,0.0,0.0,0.0,0.0,0.0,-0.0003,-0.0008,0.1917,0.0359,0.0028,0.0047,0.0056,-0.0096,0.0,0.0,0.11374666605757042,0.27939016
1048.464976564,0.0138,-0.0111,-0.001,0.0038,-0.0017,0.0004,1.1236,-0.2356,0.1,0.0,0.0,0.0,0.0,0.0,-0.0003,-0.0008,0.2049,0.0359,0.0029,0.0044,0.0055,-0.0095,0.0,0.0,0.1189852961030873,0.29258
1048.469976564,0.0143,-0.0111,-0.001,0.0038,-0.0017,0.0004,1.1236,-0.2356,0.113,0.0,0.0,0.0,0.0,0.0,-0.0003,-0.0008,0.2177,0.0359,0.0027,0.0047,0.0056,-0.0096,0.0,0.0,0.12417131411984955,0.30555588
1048.474976564,0.015,-0.0111,-0.001,0.0038,-0.0017,0.0004,1.1236,-0.2356,0.1265,0.0,0.0,0.0,0.0,0.0,-0.0003,-0.0008,0.2298,0.0359,0.0029,0.0044,0.0055,-0.0095,0.0,0.0,0.12930344053551143,0.31831396
1048.479976564,0.0157,-0.0111,-0.001,0.0038,-0.0017,0.0004,1.1236,-0.2356,0.1406,0.0,0.0,0.0,0.0,0.0,-0.0003,-0.0008,0.2418,0.0358,0.0031,0.0042,0.0054,-0.0093,0.0,0.0,0.1343804090746736,0.33026034
1048.484976564,0.0164,-0.0111,-0.001,0.0038,-0.0017,0.0004,1.1236,-0.2356,0.1552,0.0,0.0,0.0,0.0,0.0,-0.0003,-0.0008,0.2535,0.036,0.0024,0.0051,0.0057,-0.0098,0.0,0.0,0.13940096707131736,0.34198123
1048.489976564,0.0173,-0.0111,-0.001,0.0038,-0.0017,0.0004,1.1236,-0.2356,0.1703,0.0,0.0,0.0,0.0,0.0,-0.0004,-0.0008,0.2644,0.0359,0.0033,0.0039,0.0053,-0.0092,0.0,0.0,0.14436387577788115,0.3534829
1048.494976564,0.0182,-0.0111,-0.001,0.0038,-0.0017,0.0004,1.1236,-0.2356,0.1858,0.0,0.0,0.0,0.0,0.0,-0.0004,-0.0008,0.275,0.0359,0.0026,0.0047,0.0057,-0.0096,0.0,0.0,0.14926791067090334,0.3641616
1048.499976564,0.0192,-0.0111,-0.001,0.0038,-0.0017,0.0004,1.1236,-0.2356,0.2017,0.0,0.0,0.0,0.0,0.0,-0.0004,-0.0008,0.2855,0.0359,0.0029,0.0044,0.0055,-0.0095,0.0,0.0,0.15411186175315464,0.37462372
1048.504976564,0.0203,-0.0111,-0.001,0.0038,-0.0017,0.0004,1.1236,-0.2356,0.218,0.0,0.0,0.0,0.0,0.0,-0.0004,-0.0008,0.295,0.0359,0.0028,0.0045,0.0056,-0.0095,0.0,0.0,0.1588945338521871,0.3845656
1048.509976563,0.0215,-0.0111,-0.001,0.0038,-0.0017,0.0004,1.1236,-0.2356,0.2346,0.0,0.0,0.0,0.0,0.0,-0.0004,-0.0008,0.3044,0.0359,0.0027,0.0047,0.0056,-0.0096,0.0,0.0,0.1636147469152251,0.3939836
1048.514976563,0.0227,-0.0111,-0.001,0.0038,-0.0017,0.0004,1.1236,-0.2357,0.2516,0.0,0.0,0.0,0.0,0.0,-0.0004,-0.0008,0.3132,0.0359,0.0029,0.0044,0.0055,-0.0094,0.0,0.0,0.16827133630032515,0.40288424
1048.519976563,0.0241,-0.0111,-0.001,0.0038,-0.0017,0.0004,1.1236,-0.2357,0.2688,0.0,0.0,0.0,0.0,0.0,-0.0004,-0.0008,0.3216,0.0359,0.0027,0.0047,0.0056,-0.0096,0.0,0.0,0.17286315306373473,0.411554
1048.524976563,0.0255,-0.0111,-0.001,0.0038,-0.0017,0.0004,1.1236,-0.2357,0.2863,0.0,0.0,0.0,0.0,0.0,-0.0004,-0.0008,0.3294,0.0358,0.0029,0.0044,0.0055,-0.0095,0.0,0.0,0.17738906424337614,0.41940945
1048.529976563,0.027,-0.0111,-0.001,0.0038,-0.0017,0.0004,1.1236,-0.2357,0.3036,0.0,0.0,0.0,0.0,0.0,-0.0004,-0.0008,0.3285,0.0359,0.0027,0.0047,0.0056,-0.0096,0.0,0.0,0.18184795313838858,0.42703718
1048.534976563,0.0287,-0.0111,-0.001,0.0038,-0.0017,0.0004,1.1236,-0.2357,0.321,0.0,0.0,0.0,0.0,0.0,-0.0004,-0.0008,0.336,0.0358,0.0029,0.0044,0.0055,-0.0094,0.0,0.0,0.186238719584657,0.43418387
1048.539976563,0.0303,-0.0111,-0.001,0.0038,-0.0017,0.0004,1.1236,-0.2357,0.3387,0.0,0.0,0.0,0.0,0.0,-0.0005,-0.0008,0.3428,0.0359,0.0027,0.0047,0.0056,-0.0096,0.0,0.0,0.19056028022626115,0.44051614
1048.544976563,0.0321,-0.0111,-0.001,0.0038,-0.0017,0.0004,1.1236,-0.2357,0.3564,0.0,0.0,0.0,0.0,0.0,-0.0005,-0.0008,0.3494,0.0357,0.0029,0.0043,0.0055,-0.0094,0.0,0.0,0.1948115687827776,0.44691083
1048.549976563,0.034,-0.0111,-0.001,0.0038,-0.0017,0.0004,1.1236,-0.2357,0.3743,0.0,0.0,0.0,0.0,0.0,-0.0005,-0.0008,0.3554,0.0358,0.0029,0.0044,0.0055,-0.0094,0.0,0.0,0.19899153631236854,0.4524947
1048.554976562,0.036,-0.0111,-0.001,0.0038,-0.0017,0.0004,1.1236,-0.2357,0.3922,0.0,0.0,0.0,0.0,0.0,-0.0005,-0.0008,0.3607,0.0358,0.0026,0.0047,0.0057,-0.0096,0.0,0.0,0.20309915147059215,0.4575446
1048.559976562,0.038,-0.0111,-0.001,0.0038,-0.0017,0.0004,1.1235,-0.2357,0.4102,0.0,0.0,0.0,0.0,0.0,-0.0005,-0.0008,0.3661,0.0359,0.003,0.0043,0.0055,-0.0094,0.0,0.0,0.20713340076487174,0.46207747
1048.564976562,0.0402,-0.0111,-0.001,0.0038,-0.0017,0.0004,1.1235,-0.2357,0.4281,0.0,0.0,0.0,0.0,0.0,-0.0005,-0.0008,0.3706,0.0357,0.0023,0.0051,0.0058,-0.0098,0.0,0.0,0.21109328880455974,0.4663802
1048.569976562,0.0424,-0.0111,-0.001,0.0038,-0.0017,0.0004,1.1235,-0.2357,0.446,0.0,0.0,0.0,0.0,0.0,-0.0005,-0.0008,0.3746,0.0359,0.0031,0.0042,0.0054,-0.0093,0.0,0.0,0.2149778385465353,0.46986988
1048.574976562,0.0447,-0.0111,-0.001,0.0038,-0.0017,0.0004,1.1235,-0.2357,0.4639,0.0,0.0,0.0,0.0,0.0,-0.0005,-0.0008,0.3782,0.0358,0.0027,0.0045,0.0056,-0.0095,0.0,0.0,0.21878609153627554,0.4731335
1048.579976562,0.0471,-0.0111,-0.001,0.0038,-0.0017,0.0004,1.1235,-0.2357,0.4816,0.0,0.0,0.0,0.0,0.0,-0.0005,-0.0008,0.3815,0.0358,0.0028,0.0045,0.0056,-0.0095,0.0,0.0,0.22251710814433923,0.47586828
1048.584976562,0.0496,-0.0111,-0.001,0.0038,-0.0017,0.0004,1.1235,-0.2357,0.4992,0.0,0.0,0.0,0.0,0.0,-0.0005,-0.0008,0.384,0.0358,0.0027,0.0046,0.0056,-0.0096,0.0,0.0,0.22616996779820675,0.47809133
1048.589976562,0.0522,-0.0111,-0.001,0.0038,-0.0017,0.0004,1.1235,-0.2357,0.5166,0.0,0.0,0.0,0.0,0.0,-0.0006,-0.0008,0.3864,0.0358,0.0028,0.0045,0.0056,-0.0095,0.0,0.0,0.22974376920941747,0.4797899
1048.594976562,0.0549,-0.0111,-0.001,0.0038,-0.0017,0.0004,1.1235,-0.2357,0.5338,0.0,0.0,0.0,0.0,0.0,-0.0006,-0.0008,0.3882,0.0357,0.0028,0.0044,0.0056,-0.0095,0.0,0.0,0.23323763059594904,0.4809713
1048.599976561,0.0576,-0.0111,-0.001,0.0038,-0.0017,0.0004,1.1235,-0.2357,0.5507,0.0,0.0,0.0,0.0,0.0,-0.0006,-0.0008,0.3895,0.0357,0.0027,0.0046,0.0056,-0.0095,0.0,0.0,0.23665068989978416,0.4816329
1048.604976561,0.0605,-0.0111,-0.001,0.0038,-0.0017,0.0004,1.1235,-0.2357,0.5674,0.0,0.0,0.0,0.0,0.0,-0.0006,-0.0008,0.3904,0.0358,0.0028,0.0045,0.0056,-0.0095,0.0,0.0,0.2399821049996103,0.48208207
1048.609976561,0.0634,-0.0111,-0.001,0.0038,-0.0017,0.0004,1.1235,-0.2357,0.5838,0.0,0.0,0.0,0.0,0.0,-0.0006,-0.0008,0.3907,0.0357,0.0028,0.0045,0.0056,-0.0095,0.0,0.0,0.24323105391860061,0.48170632
1048.614976561,0.0664,-0.0111,-0.001,0.0038,-0.0017,0.0004,1.1235,-0.2357,0.5998,0.0,0.0,0.0,0.0,0.0,-0.0006,-0.0008,0.3906,0.0357,0.0027,0.0046,0.0057,-0.0095,0.0,0.0,0.24639673502722437,0.48111317
1048.619976561,0.0695,-0.0111,-0.001,0.0038,-0.0017,0.0004,1.1235,-0.2357,0.6154,0.0,0.0,0.0,0.0,0.0,-0.0006,-0.0008,0.3903,0.0357,0.0027,0.0047,0.0057,-0.0096,0.0,0.0,0.2494783672410371,0.4800102
1048.624976561,0.0726,-0.0111,-0.001,0.0038,-0.0017,0.0004,1.1235,-0.2357,0.6306,0.0,0.0,0.0,0.0,0.0,-0.0006,-0.0008,0.3892,0.0357,0.003,0.0042,0.0055,-0.0094,0.0,0.0,0.25247519021340165,0.4783951
1048.629976561,0.0758,-0.0111,-0.001,0.0038,-0.0017,0.0004,1.1235,-0.2357,0.6454,0.0,0.0,0.0,0.0,0.0,-0.0006,-0.0008,0.388,0.0357,0.0026,0.0047,0.0057,-0.0096,0.0,0.0,0.2553864645230919,0.47656557
1048.634976561,0.0791,-0.0111,-0.001,0.0038,-0.0017,0.0004,1.1235,-0.2357,0.6598,0.0,0.0,0.0,0.0,0.0,-0.0007,-0.0008,0.3862,0.0357,0.0029,0.0043,0.0056,-0.0094,0.0,0.0,0.2582114718567342,0.47421938
1048.639976561,0.0825,-0.0111,-0.001,0.0038,-0.0017,0.0004,1.1235,-0.2357,0.6736,0.0,0.0,0.0,0.0,0.0,-0.0007,-0.0007,0.384,0.0357,0.0028,0.0045,0.0056,-0.0095,0.0,0.0,0.26094951518604054,0.47135442
1048.64497656,0.0859,-0.0111,-0.001,0.0038,-0.0017,0.0004,1.1235,-0.2357,0.6869,0.0,0.0,0.0,0.0,0.0,-0.0007,-0.0007,0.3816,0.0357,0.0026,0.0048,0.0057,-0.0096,0.0,0.0,0.2635999189397897,0.46798852
1048.64997656,0.0894,-0.0112,-0.001,0.0038,-0.0017,0.0004,1.1235,-0.2357,0.6997,0.0,0.0,0.0,0.0,0.0,-0.0007,-0.0007,0.3787,0.0357,0.0029,0.0044,0.0056,-0.0094,0.0,0.0,0.2661620291705141,0.46440974
1048.65497656,0.093,-0.0112,-0.001,0.0038,-0.0017,0.0004,1.1235,-0.2358,0.7119,0.0,0.0,0.0,0.0,0.0,-0.0007,-0.0007,0.3754,0.0357,0.003,0.0042,0.0056,-0.0094,0.0,0.0,0.2686352137158523,0.4603161
1048.65997656,0.0966,-0.0112,-0.001,0.0038,-0.0017,0.0004,1.1235,-0.2358,0.7235,0.0,0.0,0.0,0.0,0.0,-0.0007,-0.0007,0.3716,0.0357,0.0028,0.0045,0.0057,-0.0095,0.0,0.0,0.2710188623545245,0.45571563
1048.66497656,0.1003,-0.0112,-0.001,0.0038,-0.0017,0.0004,1.1235,-0.2358,0.7344,0.0,0.0,0.0,0.0,0.0,-0.0007,-0.0007,0.3677,0.0357,0.0026,0.0047,0.0057,-0.0096,0.0,0.0,0.2733123869568965,0.45090657
1048.66997656,0.104,-0.0112,-0.001,0.0038,-0.0017,0.0004,1.1235,-0.2358,0.7447,0.0,0.0,0.0,0.0,0.0,-0.0007,-0.0007,0.3632,0.0357,0.0029,0.0044,0.0056,-0.0095,0.0,0.0,0.2755152216300914,0.44559717
1048.67497656,0.1078,-0.0112,-0.001,0.0038,-0.0017,0.0004,1.1235,-0.2358,0.7543,0.0,0.0,0.0,0.0,0.0,-0.0007,-0.0007,0.3583,0.0357,0.0027,0.0046,0.0057,-0.0095,0.0,0.0,0.27762682285761536,0.44007567
1048.67997656,0.1116,-0.0112,-0.001,0.0038,-0.0017,0.0004,1.1235,-0.2358,0.7632,0.0,0.0,0.0,0.0,0.0,-0.0007,-0.0007,0.3533,0.0357,0.0029,0.0043,0.0056,-0.0094,0.0,0.0,0.279646669633462,0.43405047
1048.68497656,0.1155,-0.0112,-0.001,0.0038,-0.0017,0.0004,1.1235,-0.2358,0.7714,0.0,0.0,0.0,0.0,0.0,-0.0008,-0.0007,0.3478,0.0357,0.0027,0.0047,0.0057,-0.0096,0.0,0.0,0.28157426359066307,0.42782003
1048.689976559,0.1194,-0.0112,-0.001,0.0038,-0.0017,0.0004,1.1234,-0.2358,0.7789,0.0,0.0,0.0,0.0,0.0,-0.0008,-0.0007,0.3422,0.0357,0.0029,0.0043,0.0056,-0.0094,0.0,0.0,0.28340912912425276,0.4210828
1048.694976559,0.1233,-0.0112,-0.001,0.0038,-0.0017,0.0004,1.1234,-0.2358,0.7856,0.0,0.0,0.0,0.0,0.0,-0.0008,-0.0007,0.3361,0.0357,0.0026,0.0048,0.0058,-0.0096,0.0,0.0,0.2851508135086164,0.4141374
1048.699976559,0.1272,-0.0112,-0.001,0.0038,-0.0017,0.0004,1.1234,-0.2358,0.7915,0.0,0.0,0.0,0.0,0.0,-0.0008,-0.0007,0.3298,0.0358,0.0029,0.0044,0.0056,-0.0094,0.0,0.0,0.2867988870091934,0.40699244
1048.704976559,0.1312,-0.0112,-0.001,0.0038,-0.0017,0.0004,1.1234,-0.2358,0.7966,0.0,0.0,0.0,0.0,0.0,-0.0008,-0.0007,0.3231,0.0358,0.0027,0.0046,0.0057,-0.0095,0.0,0.0,0.28835294298850833,0.39964664
1048.709976559,0.1352,-0.0112,-0.001,0.0038,-0.0017,0.0004,1.1234,-0.2358,0.8009,0.0,0.0,0.0,0.0,0.0,-0.0008,-0.0007,0.3162,0.0357,0.0029,0.0044,0.0056,-0.0095,0.0,0.0,0.28981259800650205,0.39179882
1048.714976559,0.1393,-0.0112,-0.001,0.0038,-0.0017,0.0004,1.1234,-0.2358,0.8044,0.0,0.0,0.0,0.0,0.0,-0.0008,-0.0007,0.3092,0.0358,0.0029,0.0044,0.0056,-0.0094,0.0,0.0,0.2911774919151402,0.38374782
1048.719976559,0.1433,-0.0112,-0.001,0.0038,-0.0017,0.0004,1.1234,-0.2358,0.807,0.0,0.0,0.0,0.0,0.0,-0.0008,-0.0007,0.302,0.0358,0.0027,0.0047,0.0057,-0.0096,0.0,0.0,0.29244728794727404,0.37519246
1048.724976559,0.1473,-0.0112,-0.001,0.0038,-0.0017,0.0004,1.1234,-0.2358,0.8088,0.0,0.0,0.0,0.0,0.0,-0.0008,-0.0007,0.2944,0.0358,0.003,0.0043,0.0056,-0.0094,0.0,0.0,0.2936216727997331,0.36674187
1048.729976559,0.1514,-0.0112,-0.001,0.0038,-0.0017,0.0004,1.1234,-0.2358,0.8097,0.0,0.0,0.0,0.0,0.0,-0.0008,-0.0007,0.2867,0.0358,0.0027,0.0046,0.0057,-0.0096,0.0,0.0,0.2947003567106278,0.358085
1048.734976558,0.1554,-0.0112,-0.001,0.0038,-0.0017,0.0004,1.1234,-0.2358,0.8097,0.0,0.0,0.0,0.0,0.0,-0.0009,-0.0007,0.2785,0.0357,0.0031,0.0041,0.0055,-0.0093,0.0,0.0,0.29568307353084367,0.34893107
1048.739976558,0.1595,-0.0112,-0.001,0.0038,-0.0017,0.0004,1.1234,-0.2358,0.8089,0.0,0.0,0.0,0.0,0.0,-0.0009,-0.0007,0.2704,0.0359,0.0025,0.005,0.0058,-0.0097,0.0,0.0,0.2965695807897101,0.33987924
1048.744976558,0.1635,-0.0112,-0.001,0.0038,-0.0017,0.0004,1.1234,-0.2358,0.8071,0.0,0.0,0.0,0.0,0.0,-0.0009,-0.0007,0.2622,0.0357,0.003,0.0044,0.0056,-0.0094,0.0,0.0,0.2973596597548261,0.33031872
1048.749976558,0.1675,-0.0112,-0.001,0.0038,-0.0017,0.0004,1.1234,-0.2358,0.8045,0.0,0.0,0.0,0.0,0.0,-0.0009,-0.0007,0.2536,0.0358,0.0029,0.0044,0.0056,-0.0095,0.0,0.0,0.2980531154860292,0.320869
1048.754976558,0.1715,-0.0112,-0.001,0.0038,-0.0017,0.0004,1.1234,-0.2358,0.8009,0.0,0.0,0.0,0.0,0.0,-0.0009,-0.0007,0.2451,0.0358,0.003,0.0043,0.0056,-0.0094,0.0,0.0,0.2986497768834941,0.31120932
1048.759976558,0.1755,-0.0112,-0.001,0.0038,-0.0017,0.0004,1.1234,-0.2358,0.7965,0.0,0.0,0.0,0.0,0.0,-0.0009,-0.0007,0.2362,0.0358,0.0028,0.0046,0.0057,-0.0095,0.0,0.0,0.29914949672994906,0.30135933
1048.764976558,0.1795,-0.0112,-0.001,0.0038,-0.0017,0.0004,1.1234,-0.2358,0.7911,0.0,0.0,0.0,0.0,0.0,-0.0009,-0.0007,0.2274,0.0358,0.0028,0.0046,0.0057,-0.0095,0.0,0.0,0.2995521517269994,0.29129848
1048.769976558,0.1834,-0.0112,-0.001,0.0038,-0.0017,0.0004,1.1234,-0.2358,0.7848,0.0,0.0,0.0,0.0,0.0,-0.0009,-0.0007,0.2185,0.0359,0.0031,0.0042,0.0055,-0.0094,0.0,0.0,0.29985764252554964,0.28104645
1048.774976558,0.1873,-0.0112,-0.001,0.0038,-0.0017,0.0004,1.1234,-0.2358,0.7776,0.0,0.0,0.0,0.0,0.0,-0.0009,-0.0007,0.2094,0.0358,0.0028,0.0046,0.0057,-0.0096,0.0,0.0,0.30006589375031645,0.27089292
1048.779976557,0.1912,-0.0112,-0.001,0.0038,-0.0017,0.0004,1.1234,-0.2358,0.7694,0.0,0.0,0.0,0.0,0.0,-0.0009,-0.0007,0.2002,0.0359,0.0029,0.0046,0.0056,-0.0095,0.0,0.0,0.3001768540184262,0.26053768
1048.784976557,0.195,-0.0112,-0.001,0.0038,-0.0017,0.0004,1.1234,-0.2358,0.7604,0.0,0.0,0.0,0.0,0.0,-0.001,-0.0007,0.1908,0.0359,0.003,0.0043,0.0055,-0.0094,0.0,0.0,0.3001904959520931,0.24999055
1048.789976557,0.1987,-0.0112,-0.001,0.0038,-0.0017,0.0004,1.1234,-0.2358,0.7504,0.0,0.0,0.0,0.0,0.0,-0.001,-0.0007,0.1816,0.0359,0.0029,0.0046,0.0056,-0.0095,0.0,0.0,0.3001068161853741,0.23953152
1048.794976557,0.2024,-0.0112,-0.001,0.0038,-0.0017,0.0004,1.1234,-0.2358,0.7396,0.0,0.0,0.0,0.0,0.0,-0.001,-0.0007,0.1723,0.0359,0.0031,0.0043,0.0055,-0.0094,0.0,0.0,0.29992583536499956,0.22918046
1048.799976557,0.206,-0.0112,-0.001,0.0038,-0.0017,0.0004,1.1234,-0.2358,0.7278,0.0,0.0,0.0,0.0,0.0,-0.001,-0.0007,0.1628,0.0359,0.0029,0.0046,0.0056,-0.0095,0.0,0.0,0.29964759814527886,0.21861751
1048.804976557,0.2096,-0.0112,-0.001,0.0038,-0.0017,0.0004,1.1234,-0.2358,0.7151,0.0,0.0,0.0,0.0,0.0,-0.001,-0.0007,0.1534,0.0359,0.003,0.0045,0.0056,-0.0095,0.0,0.0,0.29927217317708243,0.20816278
1048.809976557,0.2131,-0.0112,-0.001,0.0038,-0.0017,0.0004,1.1234,-0.2358,0.7015,0.0,0.0,0.0,0.0,0.0,-0.001,-0.0007,0.1442,0.036,0.0028,0.0048,0.0056,-0.0096,0.0,0.0,0.2987996530909039,0.19750652
1048.814976557,0.2166,-0.0112,-0.001,0.0038,-0.0017,0.0004,1.1234,-0.2359,0.6871,0.0,0.0,0.0,0.0,0.0,-0.001,-0.0007,0.1348,0.0359,0.003,0.0044,0.0055,-0.0095,0.0,0.0,0.29823015447400375,0.18694896
1048.819976557,0.2199,-0.0112,-0.001,0.0038,-0.0017,0.0004,1.1233,-0.2359,0.6718,0.0,0.0,0.0,0.0,0.0,-0.001,-0.0007,0.1256,0.036,0.0031,0.0043,0.0055,-0.0094,0.0,0.0,0.2975638178416442,0.17618047
