time_sec,hip_L_Joint_pos_rad,hip_R_Joint_pos_rad,thigh_L_Joint_pos_rad,thigh_R_Joint_pos_rad,knee_L_Joint_pos_rad,knee_R_Joint_pos_rad,wheel_L_Joint_pos_rad,wheel_R_Joint_pos_rad,hip_L_Joint_vel_rad/s,hip_R_Joint_vel_rad/s,thigh_L_Joint_vel_rad/s,thigh_R_Joint_vel_rad/s,knee_L_Joint_vel_rad/s,knee_R_Joint_vel_rad/s,wheel_L_Joint_vel_rad/s,wheel_R_Joint_vel_rad/s,hip_L_Joint_actual_torque,hip_R_Joint_actual_torque,thigh_L_Joint_actual_torque,thigh_R_Joint_actual_torque,knee_L_Joint_actual_torque,knee_R_Joint_actual_torque,wheel_L_Joint_actual_torque,wheel_R_Joint_actual_torque,hip_L_Joint_target_pos_rad,hip_L_Joint_target_torque
724.404983808,0.0111,-0.0111,-0.001,0.0038,-0.0017,0.0004,1.1233,-0.2358,0.0,0.0,0.0,1e-04,0.0,0.0,-0.0009,-0.0008,-0.0426,0.0361,0.0029,0.0046,0.0056,-0.0095,0.0,0.0,0.025832919692563766,0.04419876
724.409983808,0.0111,-0.0111,-0.001,0.0038,-0.0017,0.0004,1.1233,-0.2358,0.0,0.0,0.0,1e-04,0.0,0.0,-0.0009,-0.0008,-0.0425,0.0362,0.0031,0.0043,0.0055,-0.0094,0.0,0.0,0.027798540702869398,0.05009562
724.414983808,0.0111,-0.0111,-0.001,0.0038,-0.0017,0.0004,1.1233,-0.2358,0.0,0.0,0.0,1e-04,0.0,0.0,-0.0009,-0.0008,-0.0427,0.0361,0.0029,0.0046,0.0056,-0.0096,0.0,0.0,0.029760815756319406,0.05598245
724.419983807,0.0111,-0.0111,-0.001,0.0038,-0.0017,0.0004,1.1233,-0.2358,0.0,0.0,0.0,1e-04,0.0,0.0,-0.0009,-0.0008,-0.0428,0.036,0.0031,0.0043,0.0055,-0.0094,0.0,0.0,0.031719691056151994,0.061859075
724.424983807,0.0111,-0.0112,-0.001,0.0038,-0.0017,0.0004,1.1233,-0.2358,0.0,-1e-04,0.0,1e-04,0.0,0.0,-0.0009,-0.0008,-0.0417,0.0366,0.0028,0.0048,0.0056,-0.0096,0.0,0.0,0.033675112898811255,0.06772534
724.429983807,0.0111,-0.0112,-0.001,0.0038,-0.0017,0.0004,1.1233,-0.2358,0.0,-1e-04,0.0,1e-04,0.0,0.0,-0.0009,-0.0008,-0.042,0.0364,0.0032,0.0043,0.0054,-0.0094,0.0,0.0,0.03562702767541967,0.073581085
724.434983807,0.0111,-0.0112,-0.001,0.0038,-0.0017,0.0004,1.1233,-0.2358,0.0,0.0,0.0,1e-04,0.0,0.0,-0.0009,-0.0008,-0.0447,0.0351,0.0029,0.0046,0.0056,-0.0096,0.0,0.0,0.03757538187324755,0.07942615
724.439983807,0.0111,-0.0112,-0.001,0.0038,-0.0017,0.0004,1.1232,-0.2358,0.0,0.0,0.0,1e-04,0.0,0.0,-0.0009,-0.0008,-0.0436,0.0355,0.004,0.0031,0.0051,-0.0088,0.0,0.0,0.03952012207718039,0.08526037
724.444983807,0.0111,-0.0112,-0.001,0.0038,-0.0017,0.0004,1.1232,-0.2358,0.0,0.0,0.0,1e-04,0.0,0.0,-0.001,-0.0008,-0.0434,0.0356,0.0036,0.0035,0.0053,-0.009,0.0,0.0,0.04146119497118314,0.091083586
724.449983807,0.0111,-0.0112,-0.001,0.0038,-0.0017,0.0004,1.1232,-0.2358,0.0,0.0,0.0,1e-04,0.0,0.0,-0.001,-0.0008,-0.0434,0.0356,0.0034,0.0039,0.0054,-0.0092,0.0,0.0,0.04339854733976184,0.09689564
724.454983807,0.0111,-0.0112,-0.001,0.0038,-0.0017,0.0004,1.1232,-0.2358,0.0,-0.0002,0.0,1e-04,0.0,0.0,-0.001,-0.0008,-0.0415,0.034,0.0037,0.0037,0.0052,-0.0091,0.0,0.0,0.045332126069422746,0.10269638
724.459983807,0.0111,-0.0112,-0.001,0.0038,-0.0017,0.0004,1.1232,-0.2358,0.0,-0.0003,0.0,0.0,0.0,0.0,-0.001,-0.0007,-0.0399,0.0361,0.0037,0.0034,0.0052,-0.009,0.0,0.0,0.04726187815012814,0.10848563
724.464983806,0.0111,-0.0112,-0.001,0.0038,-0.0017,0.0004,1.1232,-0.2358,0.0,-0.0009,0.0,0.0,0.0,0.0,-0.001,-0.0007,-0.0292,0.0375,0.0033,0.004,0.0054,-0.0093,0.0,0.0,0.04918775067674999,0.11426325
724.469983806,0.0111,-0.0112,-0.001,0.0038,-0.0017,0.0004,1.1232,-0.2358,0.0,-0.0039,0.0,-0.0003,0.0,-1e-04,-0.001,-0.0007,0.0073,0.0281,0.0033,0.0041,0.0055,-0.0092,0.0,0.0,0.05110969085052011,0.12002908
724.474983806,0.0112,-0.0112,-0.001,0.0038,-0.0017,0.0004,1.1232,-0.2358,0.0135,0.0056,0.0,0.0004,0.0,1e-04,-0.0011,-0.0008,0.0412,0.0418,0.003,0.0031,0.0051,-0.0092,0.0,0.0,0.05302764598047777,0.12413294
724.479983806,0.0112,-0.0112,-0.001,0.0038,-0.0017,0.0004,1.1232,-0.2358,0.0127,0.0,0.0,0.0,0.0,0.0,-0.0011,-0.0007,0.0523,0.0353,0.0038,0.0041,0.0053,-0.0091,0.0,0.0,0.054941563484914246,0.1299547
724.484983806,0.0113,-0.0112,-0.001,0.0038,-0.0017,0.0004,1.1232,-0.2358,0.0177,0.0,0.0,0.0,0.0,0.0,-0.0011,-0.0007,0.0555,0.036,0.0029,0.0045,0.0056,-0.0095,0.0,0.0,0.05685139089281435,0.13488418
724.489983806,0.0114,-0.0112,-0.001,0.0038,-0.0017,0.0004,1.1232,-0.2358,0.023,0.0,0.0,0.0,0.0,0.0,-0.0011,-0.0007,0.0608,0.0358,0.0026,0.0049,0.0057,-0.0097,0.0,0.0,0.05875707584529494,0.13977122
724.494983806,0.0116,-0.0112,-0.001,0.0038,-0.0017,0.0004,1.1232,-0.2358,0.0285,0.0,0.0,0.0,0.0,0.0,-0.0011,-0.0007,0.0662,0.0359,0.0028,0.0047,0.0056,-0.0096,0.0,0.0,0.06065856609704037,0.1443257
724.499983806,0.0117,-0.0112,-0.001,0.0038,-0.0017,0.0004,1.1232,-0.2358,0.0342,0.0,0.0,0.0,0.0,0.0,-0.0011,-0.0007,0.0699,0.0357,0.003,0.0044,0.0055,-0.0094,0.0,0.0,0.06255580951773493,0.14914744
724.504983806,0.0119,-0.0112,-0.001,0.0038,-0.0017,0.0004,1.1232,-0.2358,0.0402,0.0,0.0,0.0,0.0,0.0,-0.0011,-0.0007,0.0752,0.0358,0.0029,0.0046,0.0056,-0.0095,0.0,0.0,0.06444875409349177,0.15362626
724.509983805,0.0122,-0.0112,-0.001,0.0038,-0.0017,0.0004,1.1232,-0.2358,0.0463,0.0,0.0,0.0,0.0,0.0,-0.0011,-0.0007,0.0797,0.0357,0.003,0.0044,0.0055,-0.0095,0.0,0.0,0.06633734792827917,0.15778205
724.514983805,0.0124,-0.0112,-0.001,0.0038,-0.0017,0.0004,1.1232,-0.2358,0.0527,0.0,0.0,0.0,0.0,0.0,-0.0011,-0.0007,0.0842,0.0358,0.003,0.0044,0.0055,-0.0095,0.0,0.0,0.06822153924534313,0.16219461
724.519983805,0.0127,-0.0112,-0.001,0.0038,-0.0017,0.0004,1.1232,-0.2358,0.0592,0.0,0.0,0.0,0.0,0.0,-0.0011,-0.0007,0.0883,0.0358,0.0028,0.0047,0.0056,-0.0096,0.0,0.0,0.07010127638862693,0.16628383
724.524983805,0.0131,-0.0112,-0.001,0.0038,-0.0017,0.0004,1.1231,-0.2358,0.0659,0.0,0.0,0.0,0.0,0.0,-0.0012,-0.0007,0.0926,0.0358,0.0031,0.0042,0.0054,-0.0094,0.0,0.0,0.07197650782418719,0.17003952
724.529983805,0.0134,-0.0112,-0.001,0.0038,-0.0017,0.0004,1.1231,-0.2358,0.0728,0.0,0.0,0.0,0.0,0.0,-0.0012,-0.0007,0.0967,0.0358,0.0028,0.0047,0.0056,-0.0096,0.0,0.0,0.0738471821416069,0.17406155
724.534983805,0.0138,-0.0112,-0.001,0.0038,-0.0017,0.0004,1.1231,-0.2358,0.0799,0.0,0.0,0.0,0.0,0.0,-0.0012,-0.0007,0.1004,0.0357,0.0031,0.0043,0.0055,-0.0094,0.0,0.0,0.07571324805540458,0.17774974
724.539983805,0.0143,-0.0112,-0.001,0.0038,-0.0017,0.0004,1.1231,-0.2358,0.0871,0.0,0.0,0.0,0.0,0.0,-0.0012,-0.0007,0.1043,0.0358,0.0028,0.0047,0.0056,-0.0096,0.0,0.0,0.07757465440644071,0.18111396
724.544983805,0.0147,-0.0112,-0.001,0.0038,-0.0017,0.0004,1.1231,-0.2358,0.0944,0.0,0.0,0.0,0.0,0.0,-0.0012,-0.0007,0.1079,0.0357,0.0031,0.0043,0.0055,-0.0094,0.0,0.0,0.07943135016331979,0.18475404
724.549983805,0.0153,-0.0112,-0.001,0.0038,-0.0017,0.0004,1.1231,-0.2359,0.1018,0.0,0.0,0.0,0.0,0.0,-0.0012,-0.0007,0.1112,0.0358,0.0029,0.0045,0.0056,-0.0095,0.0,0.0,0.08128328442378976,0.18776986
724.554983804,0.0158,-0.0112,-0.001,0.0038,-0.0017,0.0004,1.1231,-0.2359,0.1094,0.0,0.0,0.0,0.0,0.0,-0.0012,-0.0007,0.1147,0.0358,0.003,0.0044,0.0055,-0.0094,0.0,0.0,0.08313040641613739,0.19105121
724.559983804,0.0164,-0.0112,-0.001,0.0038,-0.0017,0.0004,1.1231,-0.2359,0.117,0.0,0.0,0.0,0.0,0.0,-0.0012,-0.0007,0.1179,0.0358,0.0028,0.0047,0.0056,-0.0096,0.0,0.0,0.08497266550058019,0.19401799
724.564983804,0.017,-0.0112,-0.001,0.0038,-0.0017,0.0004,1.1231,-0.2359,0.1248,0.0,0.0,0.0,0.0,0.0,-0.0012,-0.0007,0.1208,0.0357,0.0031,0.0042,0.0055,-0.0094,0.0,0.0,0.08681001117065476,0.19695003
724.569983804,0.0177,-0.0112,-0.001,0.0038,-0.0017,0.0004,1.1231,-0.2359,0.1326,0.0,0.0,0.0,0.0,0.0,-0.0012,-0.0007,0.124,0.0358,0.0029,0.0045,0.0056,-0.0095,0.0,0.0,0.08864239305460139,0.19956718
724.574983804,0.0184,-0.0112,-0.001,0.0038,-0.0017,0.0004,1.1231,-0.2359,0.1405,0.0,0.0,0.0,0.0,0.0,-0.0013,-0.0007,0.1265,0.0357,0.0031,0.0042,0.0055,-0.0094,0.0,0.0,0.09046976091674513,0.20215929
724.579983804,0.0191,-0.0112,-0.001,0.0038,-0.0017,0.0004,1.1231,-0.2359,0.1484,0.0,0.0,0.0,0.0,0.0,-0.0013,-0.0007,0.1293,0.0358,0.003,0.0043,0.0055,-0.0094,0.0,0.0,0.09229206465887294,0.2047362
724.584983804,0.0199,-0.0112,-0.001,0.0038,-0.0017,0.0004,1.1231,-0.2359,0.1564,0.0,0.0,0.0,0.0,0.0,-0.0013,-0.0007,0.1318,0.0357,0.0028,0.0046,0.0056,-0.0096,0.0,0.0,0.09410925432160724,0.20698777
724.589983804,0.0207,-0.0112,-0.001,0.0038,-0.0017,0.0004,1.123,-0.2359,0.1644,0.0,0.0,0.0,0.0,0.0,-0.0013,-0.0007,0.1343,0.0358,0.0029,0.0045,0.0056,-0.0095,0.0,0.0,0.09592128008577544,0.20922384
724.594983804,0.0216,-0.0112,-0.001,0.0038,-0.0017,0.0004,1.123,-0.2359,0.1724,0.0,0.0,0.0,0.0,0.0,-0.0013,-0.0007,0.1364,0.0357,0.003,0.0044,0.0055,-0.0095,0.0,0.0,0.09772809227377591,0.21114427
724.599983803,0.0225,-0.0112,-0.001,0.0038,-0.0017,0.0004,1.123,-0.2359,0.1804,0.0,0.0,0.0,0.0,0.0,-0.0013,-0.0007,0.1386,0.0358,0.003,0.0044,0.0055,-0.0094,0.0,0.0,0.09952964135093972,0.21304892
724.604983803,0.0234,-0.0112,-0.001,0.0038,-0.0017,0.0004,1.123,-0.2359,0.1885,0.0,0.0,0.0,0.0,0.0,-0.0013,-0.0006,0.1407,0.0357,0.0029,0.0045,0.0056,-0.0095,0.0,0.0,0.10132587792688905,0.21492763
724.609983803,0.0244,-0.0112,-0.001,0.0038,-0.0017,0.0004,1.123,-0.2359,0.1965,0.0,0.0,0.0,0.0,0.0,-0.0013,-0.0006,0.1425,0.0357,0.003,0.0043,0.0055,-0.0094,0.0,0.0,0.10311675275689058,0.21650025
724.614983803,0.0255,-0.0112,-0.001,0.0038,-0.0017,0.0004,1.123,-0.2359,0.2045,0.0,0.0,0.0,0.0,0.0,-0.0013,-0.0006,0.1443,0.0357,0.0028,0.0047,0.0056,-0.0096,0.0,0.0,0.1049022167432064,0.21775664
724.619983803,0.0265,-0.0112,-0.001,0.0038,-0.0017,0.0004,1.123,-0.2359,0.2124,0.0,0.0,0.0,0.0,0.0,-0.0013,-0.0006,0.1457,0.0357,0.0031,0.0043,0.0055,-0.0094,0.0,0.0,0.10668222093643925,0.21930666
724.624983803,0.0276,-0.0112,-0.001,0.0038,-0.0017,0.0004,1.123,-0.2359,0.2203,0.0,0.0,0.0,0.0,0.0,-0.0014,-0.0006,0.1472,0.0357,0.0029,0.0045,0.0056,-0.0095,0.0,0.0,0.10845671653687516,0.22054015
724.629983803,0.0288,-0.0112,-0.001,0.0038,-0.0017,0.0004,1.123,-0.2359,0.2282,0.0,0.0,0.0,0.0,0.0,-0.0014,-0.0006,0.1487,0.0357,0.003,0.0044,0.0055,-0.0095,0.0,0.0,0.11022565489582073,0.22145696
724.634983803,0.0299,-0.0112,-0.001,0.0038,-0.0017,0.0004,1.123,-0.2359,0.2359,0.0,0.0,0.0,0.0,0.0,-0.0014,-0.0006,0.1498,0.0357,0.0029,0.0044,0.0055,-0.0095,0.0,0.0,0.11198898751693734,0.22267696
724.639983803,0.0312,-0.0112,-0.001,0.0038,-0.0017,0.0004,1.123,-0.2359,0.2436,0.0,0.0,0.0,0.0,0.0,-0.0014,-0.0006,0.1507,0.0357,0.0031,0.0042,0.0055,-0.0094,0.0,0.0,0.11374666605757042,0.22328
724.644983802,0.0324,-0.0112,-0.001,0.0038,-0.0017,0.0004,1.123,-0.2359,0.2512,0.0,0.0,0.0,0.0,0.0,-0.0014,-0.0006,0.1518,0.0357,0.0029,0.0045,0.0056,-0.0095,0.0,0.0,0.11549864233007487,0.22417593
724.649983802,0.0337,-0.0112,-0.001,0.0038,-0.0017,0.0004,1.123,-0.2359,0.2587,0.0,0.0,0.0,0.0,0.0,-0.0014,-0.0006,0.1527,0.0357,0.0031,0.0043,0.0055,-0.0094,0.0,0.0,0.11724486830313627,0.2247646
724.654983802,0.035,-0.0112,-0.001,0.0038,-0.0017,0.0004,1.1229,-0.2359,0.266,0.0,0.0,0.0,0.0,0.0,-0.0014,-0.0006,0.1532,0.0357,0.0029,0.0045,0.0056,-0.0095,0.0,0.0,0.11898529610308736,0.2253559
724.659983802,0.0364,-0.0112,-0.001,0.0038,-0.0017,0.0004,1.1229,-0.2359,0.2733,0.0,0.0,0.0,0.0,0.0,-0.0014,-0.0006,0.1541,0.0357,0.0031,0.0042,0.0055,-0.0094,0.0,0.0,0.12071987801522088,0.22562963
724.664983802,0.0378,-0.0112,-0.001,0.0038,-0.0017,0.0004,1.1229,-0.2359,0.2804,0.0,0.0,0.0,0.0,0.0,-0.0014,-0.0006,0.1543,0.0357,0.0029,0.0045,0.0056,-0.0095,0.0,0.0,0.12244856648509747,0.2259057
724.669983802,0.0393,-0.0112,-0.001,0.0037,-0.0017,0.0004,1.1229,-0.2359,0.2873,0.0,0.0,0.0,0.0,0.0,-0.0015,-0.0006,0.1549,0.0357,0.0029,0.0044,0.0055,-0.0095,0.0,0.0,0.12417131411984955,0.22588395
724.674983802,0.0407,-0.0112,-0.001,0.0037,-0.0017,0.0004,1.1229,-0.2359,0.2942,0.0,0.0,0.0,0.0,0.0,-0.0015,-0.0006,0.1551,0.0357,0.0029,0.0045,0.0056,-0.0095,0.0,0.0,0.1258880736894804,0.22614422
724.679983802,0.0422,-0.0112,-0.001,0.0037,-0.0017,0.0004,1.1229,-0.2359,0.3008,0.0,0.0,0.0,0.0,0.0,-0.0015,-0.0006,0.1554,0.0357,0.003,0.0044,0.0055,-0.0094,0.0,0.0,0.12759879812815927,0.2261164
724.684983802,0.0438,-0.0112,-0.001,0.0037,-0.0017,0.0004,1.1229,-0.2359,0.3073,0.0,0.0,0.0,0.0,0.0,-0.0015,-0.0006,0.1554,0.0357,0.0028,0.0046,0.0056,-0.0095,0.0,0.0,0.12930344053551143,0.22578032
724.689983801,0.0453,-0.0112,-0.001,0.0037,-0.0017,0.0004,1.1229,-0.2359,0.3136,0.0,0.0,0.0,0.0,0.0,-0.0015,-0.0006,0.1553,0.0357,0.0031,0.0042,0.0055,-0.0093,0.0,0.0,0.13100195417790425,0.22574586
724.694983801,0.0469,-0.0112,-0.001,0.0037,-0.0017,0.0004,1.1229,-0.2359,0.3197,0.0,0.0,0.0,0.0,0.0,-0.0015,-0.0006,0.1551,0.0357,0.0028,0.0045,0.0056,-0.0095,0.0,0.0,0.13269429248972822,0.22541288
724.699983801,0.0486,-0.0112,-0.001,0.0037,-0.0017,0.0004,1.1229,-0.2359,0.3256,0.0,0.0,0.0,0.0,0.0,-0.0015,-0.0006,0.155,0.0357,0.0032,0.0041,0.0054,-0.0093,0.0,0.0,0.13438040907467363,0.22478123
724.704983801,0.0502,-0.0112,-0.001,0.0037,-0.0017,0.0004,1.1229,-0.2359,0.3313,0.0,0.0,0.0,0.0,0.0,-0.0015,-0.0006,0.1548,0.0357,0.0027,0.0047,0.0056,-0.0096,0.0,0.0,0.13606025770700256,0.22445077
724.709983801,0.0519,-0.0112,-0.001,0.0037,-0.0017,0.0004,1.1229,-0.2359,0.3368,0.0,0.0,0.0,0.0,0.0,-0.0015,-0.0006,0.1542,0.0357,0.0031,0.0042,0.0055,-0.0093,0.0,0.0,0.13773379233281619,0.22382137
724.714983801,0.0536,-0.0112,-0.001,0.0037,-0.0017,0.0004,1.1229,-0.2359,0.342,0.0,0.0,0.0,0.0,0.0,-0.0015,-0.0006,0.154,0.0357,0.0028,0.0046,0.0056,-0.0095,0.0,0.0,0.13940096707131736,0.2232029
724.719983801,0.0554,-0.0112,-0.001,0.0037,-0.0017,0.0004,1.1228,-0.2359,0.3471,0.0,0.0,0.0,0.0,0.0,-0.0016,-0.0006,0.1534,0.0357,0.003,0.0043,0.0055,-0.0094,0.0,0.0,0.14106173621606846,0.22227521
724.724983801,0.0571,-0.0112,-0.001,0.0037,-0.0017,0.0004,1.1228,-0.2359,0.3519,0.0,0.0,0.0,0.0,0.0,-0.0016,-0.0006,0.1526,0.0357,0.003,0.0044,0.0055,-0.0094,0.0,0.0,0.14271605423624448,0.22165816
724.729983801,0.0589,-0.0112,-0.001,0.0037,-0.0017,0.0004,1.1228,-0.2359,0.3564,0.0,0.0,0.0,0.0,0.0,-0.0016,-0.0006,0.1521,0.0357,0.003,0.0043,0.0055,-0.0094,0.0,0.0,0.14436387577788115,0.22075163
724.7349838,0.0607,-0.0112,-0.001,0.0037,-0.0017,0.0004,1.1228,-0.236,0.3607,0.0,0.0,0.0,0.0,0.0,-0.0016,-0.0006,0.1513,0.0357,0.0029,0.0046,0.0056,-0.0095,0.0,0.0,0.14600515566511862,0.21984547
724.7399838,0.0625,-0.0112,-0.001,0.0037,-0.0017,0.0004,1.1228,-0.236,0.3648,0.0,0.0,0.0,0.0,0.0,-0.0016,-0.0006,0.1506,0.0357,0.0031,0.0042,0.0055,-0.0094,0.0,0.0,0.1476398489014396,0.21893954
724.7449838,0.0644,-0.0112,-0.001,0.0037,-0.0017,0.0004,1.1228,-0.236,0.3686,0.0,0.0,0.0,0.0,0.0,-0.0016,-0.0006,0.1495,0.0356,0.0027,0.0047,0.0057,-0.0096,0.0,0.0,0.14926791067090334,0.21774372
724.7499838,0.0662,-0.0112,-0.001,0.0037,-0.0017,0.0004,1.1228,-0.236,0.3722,0.0,0.0,0.0,0.0,0.0,-0.0016,-0.0006,0.1488,0.0357,0.0032,0.0041,0.0054,-0.0093,0.0,0.0,0.15088929633937392,0.21684788
724.7549838,0.0681,-0.0112,-0.001,0.0037,-0.0017,0.0004,1.1228,-0.236,0.3755,0.0,0.0,0.0,0.0,0.0,-0.0016,-0.0006,0.1478,0.0357,0.0029,0.0045,0.0056,-0.0095,0.0,0.0,0.15250396145574435,0.2156619
724.7599838,0.07,-0.0112,-0.001,0.0037,-0.0017,0.0004,1.1228,-0.236,0.3785,0.0,0.0,0.0,0.0,0.0,-0.0016,-0.0006,0.1469,0.0357,0.0029,0.0045,0.0056,-0.0095,0.0,0.0,0.15411186175315464,0.21448559
724.7649838,0.0719,-0.0112,-0.001,0.0037,-0.0017,0.0004,1.1228,-0.236,0.3812,0.0,0.0,0.0,0.0,0.0,-0.0017,-0.0006,0.1459,0.0356,0.0031,0.0042,0.0055,-0.0094,0.0,0.0,0.155712953150206,0.21331885
724.7699838,0.0738,-0.0112,-0.001,0.0037,-0.0017,0.0004,1.1228,-0.236,0.3837,0.0,0.0,0.0,0.0,0.0,-0.0017,-0.0006,0.1447,0.0357,0.0027,0.0047,0.0057,-0.0096,0.0,0.0,0.15730719175216906,0.21215159
724.7749838,0.0758,-0.0112,-0.001,0.0037,-0.0017,0.0004,1.1228,-0.236,0.3859,0.0,0.0,0.0,0.0,0.0,-0.0017,-0.0006,0.1438,0.0356,0.0031,0.0043,0.0055,-0.0094,0.0,0.0,0.15889453385218716,0.2106936
724.779983799,0.0777,-0.0112,-0.001,0.0037,-0.0017,0.0004,1.1228,-0.236,0.3878,0.0,0.0,0.0,0.0,0.0,-0.0017,-0.0006,0.1426,0.0357,0.0029,0.0045,0.0056,-0.0095,0.0,0.0,0.16047493593247475,0.20954482
724.784983799,0.0796,-0.0112,-0.001,0.0037,-0.0017,0.0004,1.1227,-0.236,0.3894,0.0,0.0,0.0,0.0,0.0,-0.0017,-0.0006,0.1414,0.0356,0.003,0.0043,0.0055,-0.0094,0.0,0.0,0.16204835466551049,0.20840506
724.789983799,0.0816,-0.0112,-0.001,0.0037,-0.0017,0.0004,1.1227,-0.236,0.3907,0.0,0.0,0.0,0.0,0.0,-0.0017,-0.0006,0.1403,0.0357,0.0029,0.0045,0.0056,-0.0095,0.0,0.0,0.1636147469152251,0.20697422
724.794983799,0.0836,-0.0112,-0.001,0.0037,-0.0017,0.0004,1.1227,-0.236,0.3918,0.0,0.0,0.0,0.0,0.0,-0.0017,-0.0005,0.1392,0.0356,0.0031,0.0042,0.0055,-0.0094,0.0,0.0,0.1651740697381836,0.2055422
724.799983799,0.0855,-0.0112,-0.001,0.0037,-0.0017,0.0004,1.1227,-0.236,0.3925,0.0,0.0,0.0,0.0,0.0,-0.0017,-0.0005,0.1378,0.0356,0.0027,0.0047,0.0057,-0.0096,0.0,0.0,0.16672628038476334,0.20442884
724.804983799,0.0875,-0.0112,-0.001,0.0037,-0.0017,0.0004,1.1227,-0.236,0.393,0.0,0.0,0.0,0.0,0.0,-0.0017,-0.0005,0.1368,0.0356,0.0032,0.0041,0.0054,-0.0093,0.0,0.0,0.16827133630032515,0.20301402
