timestamp_sec,agent_step,agent_time,vel_x,vel_y,vel_z,gyro_x,gyro_y,gyro_z,quat_w,quat_x,quat_y,quat_z,joint_pos_0,joint_pos_1,joint_pos_2,joint_pos_3,joint_pos_4,joint_pos_5,joint_vel_0,joint_vel_1,joint_vel_2,joint_vel_3,joint_vel_4,joint_vel_5,joint_vel_6,joint_vel_7,action_0,action_1,action_2,action_3,action_4,action_5,action_6,action_7,torque_cmd_0,torque_cmd_1,torque_cmd_2,torque_cmd_3,torque_cmd_4,torque_cmd_5,torque_cmd_6,torque_cmd_7
1775543732.4601672,1,0.037662307,0.0,0.0,0.0,-0.00034906585039886593,-0.022165681500327987,0.0015707963267948964,-0.9874,0.0151,0.014,-0.1572,0.0001221730476396038,0.002268928027592633,0.029430614511753994,-0.028216738016991094,-8.726646259976656e-06,-2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,-0.1,-0.0548112797304401,0.02620193233810112,0.03612429373014581,-0.021809914180662908,0.0,0.0
1775543732.4724162,2,0.049221578,0.0,0.0,0.0,-0.00034906585039886593,-0.02111848394913139,-0.0027925268031909274,-0.9866,0.0151,0.0142,-0.1616,0.0001221730476396038,0.002268928027592633,0.029430614511753994,-0.028216738016991094,-8.726646259976656e-06,-2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,-0.1,-0.05266499839027887,0.015228315994481562,0.03395216433483112,-0.01527851542543085,0.0,0.0
1775543732.4819582,3,0.058405599,0.0,0.0,0.0,-0.00034906585039886593,-0.02111848394913139,-0.0006981317007977319,-0.9867,0.0151,0.0142,-0.1611,0.0001221730476396038,0.002268928027592633,0.029430614511753994,-0.028216738016991094,-8.726646259976656e-06,-2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,-0.1,-0.052482404941138774,0.003388776494379467,0.03420954326580136,-0.009700486992853297,0.0,0.0
1775543732.4911883,4,0.06727200600000001,0.0,0.0,0.0,0.0019198621771937625,-0.02111848394913139,-0.0006981317007977319,-0.9873,0.0151,0.0143,-0.1572,0.0001221730476396038,0.002268928027592633,0.029430614511753994,-0.028216738016991094,-8.726646259976656e-06,-2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,-0.1,-0.049273820762875745,-0.010082121197155848,0.03292203120418029,-0.0032884203483060067,0.0,0.0
1775543732.4994397,5,0.075319301,0.0,0.0,0.0,-0.0013962634015954637,-0.019024088846738195,-0.0006981317007977319,-0.9866,0.015,0.0145,-0.1617,0.0001221730476396038,0.002268928027592633,0.029430614511753994,-0.028216738016991094,-8.726646259976656e-06,-2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,-0.1,-0.04697780919105991,-0.023034268402007632,0.03222573173684129,0.0027277518563560256,0.0,0.0
1775543732.508847,6,0.08454607700000001,0.0,0.0,0.0,0.0006981317007977319,-0.017976891295541596,0.0005235987755982988,-0.9873,0.015,0.0146,-0.1578,0.0001221730476396038,0.002268928027592633,0.029430614511753994,-0.028216738016991094,-8.726646259976656e-06,-2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,-0.1,-0.04405507591634893,-0.03668357247886884,0.03116046977931017,0.00916008598676315,0.0,0.0
1775543732.51854,7,0.09397055800000001,0.0,0.0,0.0,-0.00034906585039886593,-0.016929693744344994,0.0015707963267948964,-0.9876,0.0151,0.0147,-0.1557,0.0001221730476396038,0.002268928027592633,0.029430614511753994,-0.028216738016991094,-8.726646259976656e-06,-2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,-0.1,-0.04174024051319905,-0.049822625731620024,0.030393930371482965,0.01533856089926395,0.0,0.0
1775543732.5291896,8,0.10517438800000001,0.0,0.0,0.0,-0.00034906585039886593,-0.013613568165555772,0.0005235987755982988,-0.9878,0.0151,0.0148,-0.1545,0.0001221730476396038,0.002268928027592633,0.029430614511753994,-0.028216738016991094,-8.726646259976656e-06,-2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,-0.1,-0.039520776188421675,-0.06246919407476139,0.029751622376653394,0.021176285816325233,0.0,0.0
1775543732.5385716,9,0.11446990300000001,0.0,0.0,0.0,-0.00034906585039886593,-0.013613568165555772,0.0005235987755982988,-0.9878,0.0151,0.0148,-0.1545,0.0001221730476396038,0.002268928027592633,0.029430614511753994,-0.028216738016991094,-8.726646259976656e-06,-2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,-0.1,-0.039143824498576715,-0.07378851759883717,0.029905220140866724,0.02648110803075447,0.0,0.0
1775543732.5490372,10,0.12484041300000001,0.0,0.0,0.0,0.0006981317007977319,-0.013613568165555772,0.0005235987755982988,-0.9879,0.015,0.0149,-0.1534,0.0001221730476396038,0.002268928027592633,0.029430614511753994,-0.028216738016991094,-8.726646259976656e-06,-2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,-0.1,-0.036304352400298646,-0.0868904385956522,0.028805762217777926,0.03270350789517588,0.0,0.0
