time_sec,time_nanosec,pos_0,pos_1,pos_2,pos_3,pos_4,pos_5,pos_6,pos_7,motor_speed_dps_0,motor_speed_dps_1,motor_speed_dps_2,motor_speed_dps_3,motor_speed_dps_4,motor_speed_dps_5,motor_speed_dps_6,motor_speed_dps_7,eff_0,eff_1,eff_2,eff_3,eff_4,eff_5,eff_6,eff_7,target_value_0,target_value_1,target_value_2,target_value_3,target_value_4,target_value_5,target_value_6,target_value_7,torque_command_0,torque_command_1,torque_command_2,torque_command_3,torque_command_4,torque_command_5,torque_command_6,torque_command_7
1765455521,323884279,0.0666366708411435,0.0009250245035569946,0.07166321908688716,-0.048799405885761454,0.05068436147791532,-0.07805112414918643,1.1239745849918281,-1.8050893255826155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01611328125,-0.01611328125,0.0,0.0,-0.01611328125,0.01611328125,0.01611328125,-0.12890625,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1765455521,342757330,0.0666366708411435,0.0009250245035569946,0.07166321908688716,-0.048799405885761454,0.05068436147791532,-0.07805112414918643,1.1239745849918281,-1.8050893255826155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04833984375,0.0,0.01611328125,0.04833984375,0.0,0.0,-0.12890625,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1765455521,364967960,0.0666366708411435,0.0009250245035569946,0.07166321908688716,-0.048799405885761454,0.05068436147791532,-0.07805112414918643,1.1239745849918281,-1.8050893255826155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01611328125,0.0,0.01611328125,0.01611328125,0.0,0.0,0.0322265625,-0.12890625,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1765455521,391520408,0.0666366708411435,0.0009250245035569946,0.07166321908688716,-0.048799405885761454,0.05068436147791532,-0.07805112414918643,1.1239745849918281,-1.8050893255826155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0322265625,-0.01611328125,0.01611328125,0.0322265625,-0.12890625,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1765455521,413742526,0.0666366708411435,0.0009250245035569946,0.07166321908688716,-0.048799405885761454,0.05068436147791532,-0.07805112414918643,1.1239745849918281,-1.8050893255826155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04833984375,0.0,0.04833984375,-0.01611328125,0.01611328125,0.0322265625,-0.1611328125,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1765455521,435269148,0.0666366708411435,0.0009250245035569946,0.07166321908688716,-0.048799405885761454,0.05068436147791532,-0.07805112414918643,1.1239745849918281,-1.8050893255826155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01611328125,0.0,0.0,0.01611328125,0.04833984375,0.01611328125,0.01611328125,-0.12890625,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1765455521,458466639,0.0666366708411435,0.0009250245035569946,0.07166321908688716,-0.048799405885761454,0.05068436147791532,-0.07805112414918643,1.1239745849918281,-1.8050893255826155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01611328125,0.0,0.01611328125,0.04833984375,0.01611328125,0.0322265625,-0.0966796875,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1765455521,481463616,0.0666366708411435,0.0009250245035569946,0.07166321908688716,-0.048799405885761454,0.05068436147791532,-0.07805112414918643,1.1239745849918281,-1.8050893255826155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01611328125,-0.0322265625,0.0,0.01611328125,0.04833984375,0.0,0.01611328125,-0.12890625,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1765455521,504275886,0.0666366708411435,0.0009250245035569946,0.07166321908688716,-0.048799405885761454,0.05068436147791532,-0.07805112414918643,1.1239745849918281,-1.8050893255826155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01611328125,-0.0322265625,0.0,0.0322265625,0.04833984375,0.0,0.0322265625,-0.11279296875,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1765455521,524745246,0.0666366708411435,0.0009250245035569946,0.07166321908688716,-0.048799405885761454,0.05068436147791532,-0.07805112414918643,1.1239745849918281,-1.8050893255826155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01611328125,-0.0322265625,0.0,0.0322265625,-0.01611328125,-0.0322265625,0.01611328125,-0.08056640625,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
