time_sec,time_nanosec,pos_0,pos_1,pos_2,pos_3,pos_4,pos_5,pos_6,pos_7,motor_speed_dps_0,motor_speed_dps_1,motor_speed_dps_2,motor_speed_dps_3,motor_speed_dps_4,motor_speed_dps_5,motor_speed_dps_6,motor_speed_dps_7,eff_0,eff_1,eff_2,eff_3,eff_4,eff_5,eff_6,eff_7,target_value_0,target_value_1,target_value_2,target_value_3,target_value_4,target_value_5,target_value_6,target_value_7,torque_command_0,torque_command_1,torque_command_2,torque_command_3,torque_command_4,torque_command_5,torque_command_6,torque_command_7
1765455809,157416070,0.06401867696315201,0.006003932626860494,0.002617993877991494,0.02305579941884509,-0.08632398480363954,0.06646213791594408,1.2592899618989486,-3.834802525896901,nan,nan,nan,nan,nan,nan,nan,nan,0.0,-0.01611328125,0.01611328125,-0.0322265625,0.0,0.0,0.0322265625,-0.01611328125,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1765455809,180633976,0.06478662183402951,0.007051130178057092,0.003595378259108319,0.022602013813326566,-0.08632398480363954,0.06649704450098395,1.2593423217765085,-3.834802525896901,30.0,15.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0322265625,0.01611328125,-0.01611328125,-0.064453125,0.01611328125,0.04833984375,-0.04833984375,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1765455809,201703727,0.06504842122182866,0.0072954762733362976,0.002879793265790644,0.022898719786165606,-0.08632398480363954,0.06649704450098395,1.2593423217765085,-3.834767619311861,0.0,0.0,-20.0,12.0,0.0,0.0,0.0,0.0,0.0,-0.01611328125,0.0,-0.01611328125,-0.064453125,0.0,0.0322265625,-0.04833984375,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1765455809,222794854,0.06466444878638991,0.0068591439603377154,0.001815142422074103,0.0233001455141243,-0.08632398480363954,0.06649704450098395,1.2592725086064287,-3.834750166019341,-18.0,-11.0,-18.0,0.0,0.0,0.0,0.0,0.0,0.01611328125,0.0,0.0,-0.04833984375,0.0,0.0,0.0322265625,-0.0322265625,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1765455809,245082060,0.06485643500410929,0.007016223593017205,0.002181661564992912,0.023073252711365035,-0.08632398480363954,0.06649704450098395,1.2593248684839884,-3.834785072604381,8.0,9.0,35.0,-4.0,0.0,0.0,0.0,-10.0,0.01611328125,-0.0322265625,0.0,0.064453125,-0.01611328125,-0.01611328125,0.0322265625,-0.04833984375,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1765455809,266200035,0.0651007810993885,0.007557275661135446,0.0029845130209103033,0.022863813201125717,-0.08632398480363954,0.06649704450098395,1.2593248684839884,-3.834785072604381,0.0,18.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,-0.01611328125,0.0,-0.064453125,0.0,0.0,0.01611328125,-0.064453125,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1765455809,286801236,0.06513568768442839,0.007609635538695277,0.0027401669256310974,0.022968532956245378,-0.08632398480363954,0.06649704450098395,1.2593248684839884,-3.834767619311861,0.0,-1.0,-10.0,4.0,0.0,0.0,0.0,0.0,0.0,-0.0322265625,0.0,-0.0322265625,-0.064453125,0.0322265625,0.0322265625,-0.04833984375,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1765455809,307847018,0.0651007810993885,0.007504915783575617,0.002583087292951608,0.023108159296404925,-0.08632398480363954,0.06649704450098395,1.2593074151914687,-3.834767619311861,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0322265625,-0.01611328125,0.0322265625,0.01611328125,-0.04833984375,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1765455809,330213617,0.0651007810993885,0.007592182246175334,0.0026354471705114374,0.023108159296404925,-0.08632398480363954,0.06649704450098395,1.2593074151914687,-3.834785072604381,0.0,10.0,10.0,0.0,0.0,0.0,-6.0,0.0,0.0,0.0,0.0,-0.04833984375,-0.01611328125,0.0,0.0322265625,-0.04833984375,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1765455809,351107014,0.0651007810993885,0.007679448708775049,0.002775073510670984,0.023108159296404925,-0.08632398480363954,0.06649704450098395,1.2593248684839884,-3.834767619311861,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04833984375,0.0,0.0,0.04833984375,-0.064453125,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
