t_sec,q_ref_0_rad,q_meas_0_rad,dq_meas_0_rad_s,tau_cmd_0_nm,q_ref_1_rad,q_meas_1_rad,dq_meas_1_rad_s,tau_cmd_1_nm,q_ref_2_rad,q_meas_2_rad,dq_meas_2_rad_s,tau_cmd_2_nm,q_ref_3_rad,q_meas_3_rad,dq_meas_3_rad_s,tau_cmd_3_nm,q_ref_4_rad,q_meas_4_rad,dq_meas_4_rad_s,tau_cmd_4_nm,q_ref_5_rad,q_meas_5_rad,dq_meas_5_rad_s,tau_cmd_5_nm,q_ref_6_rad,q_meas_6_rad,dq_meas_6_rad_s,tau_cmd_6_nm,q_ref_7_rad,q_meas_7_rad,dq_meas_7_rad_s,tau_cmd_7_nm
0.5047695320000001,0.0010471975511965976,0.0010471975511965976,0.0,-1.6403430697087273e-11,-0.0002617993877991494,-0.0002617993877991494,0.0,4.100857674271818e-12,0.1408480706359424,0.14147638916666036,0.0,-0.00016964605310931802,0.007487462491055673,0.00752236907609556,0.0012217304763960308,-2.164211036870256e-05,0.8068031253639655,0.19524125677434567,0.013700834628155488,0.13886447250843048,0.025979225915935593,0.025979225915935593,0.0,1.240060693019629e-10,-380.41210339102423,-380.41210339102423,0.0,-0.0010000000474974513,-347.46000786069095,-347.46000786069095,0.0,-0.0010000000474974513
0.5098111040000001,0.0010471975511965976,0.0010471975511965976,0.0,-1.6403430697087273e-11,-0.0002617993877991494,-0.0002617993877991494,0.0,4.100857674271818e-12,0.1408480706359424,0.14201744123477858,0.0027925268031909274,-0.00033512894879095256,0.007487462491055673,0.00752236907609556,0.0,-1.0023459253716283e-05,0.8121345431087433,0.20001473227855018,0.02207841503772827,0.13868731260299683,0.025979225915935593,0.025979225915935593,0.0,1.240060693019629e-10,-380.41210339102423,-380.41210339102423,0.0,-0.0010000000474974513,-347.46000786069095,-347.46000786069095,0.0,-0.0010000000474974513
0.514767395,0.0010471975511965976,0.0010471975511965976,0.0,-1.6403430697087273e-11,-0.0002617993877991494,-0.0002617993877991494,0.0,4.100857674271818e-12,0.1408480706359424,0.14201744123477858,0.0027925268031909274,-0.0003432375960983336,0.007487462491055673,0.00752236907609556,0.0,-9.454144674236886e-06,0.8173512889112963,0.20001473227855018,0.02207841503772827,0.13984479010105133,0.025979225915935593,0.025979225915935593,0.0,1.240060693019629e-10,-380.41210339102423,-380.41210339102423,0.0,-0.0010000000474974513,-347.46000786069095,-347.46000786069095,0.0,-0.0010000000474974513
0.5198225350000001,0.0010471975511965976,0.0010471975511965976,0.0,-1.6403430697087273e-11,-0.0002617993877991494,-0.0002617993877991494,0.0,4.100857674271818e-12,0.1408480706359424,0.14201744123477858,0.0027925268031909274,-0.0003436349215917289,0.007487462491055673,0.00752236907609556,0.0,-9.426248652744107e-06,0.8226468568964674,0.20001473227855018,0.02207841503772827,0.141042560338974,0.025979225915935593,0.025979225915935593,0.0,1.240060693019629e-10,-380.41210339102423,-380.41210339102423,0.0,-0.0010000000474974513,-347.46000786069095,-347.46000786069095,0.0,-0.0010000000474974513
0.5247787620000001,0.0010471975511965976,0.0010471975511965976,0.0,-1.6403430697087273e-11,-0.0002617993877991494,-0.0002617993877991494,0.0,4.100857674271818e-12,0.1408480706359424,0.14201744123477858,0.0027925268031909274,-0.0003436543920543045,0.007487462491055673,0.00752236907609556,0.0,-9.424881682207342e-06,0.8278138750048376,0.20001473227855018,0.02207841503772827,0.14225955307483673,0.025979225915935593,0.025979225915935593,0.0,1.240060693019629e-10,-380.41210339102423,-380.41210339102423,0.0,-0.0010000000474974513,-347.46000786069095,-347.46000786069095,0.0,-0.0010000000474974513
0.529784781,0.0010471975511965976,0.0010471975511965976,0.0,-1.6403430697087273e-11,-0.0002617993877991494,-0.0002617993877991494,0.0,4.100857674271818e-12,0.1408480706359424,0.14201744123477858,0.0027925268031909274,-0.00034365535248070955,0.007487462491055673,0.00752236907609556,0.0,-9.424814379599411e-06,0.833007537912017,0.20001473227855018,0.02207841503772827,0.14344936609268188,0.025979225915935593,0.025979225915935593,0.0,1.240060693019629e-10,-380.41210339102423,-380.41210339102423,0.0,-0.0010000000474974513,-347.46000786069095,-347.46000786069095,0.0,-0.0010000000474974513
0.5347646890000001,0.0010471975511965976,0.0010471975511965976,0.0,-1.6403430697087273e-11,-0.0002617993877991494,-0.0002617993877991494,0.0,4.100857674271818e-12,0.1408480706359424,0.1433438914662943,0.007504915783575617,-0.0007290628273040056,0.007487462491055673,0.00752236907609556,0.0,-9.424811651115306e-06,0.8381487153431696,0.20946569017809946,0.04319689898685966,0.14177310466766357,0.025979225915935593,0.025979225915935593,0.0,1.240060693019629e-10,-380.41210339102423,-380.4120510311467,0.0,-0.0010000000474974513,-347.46000786069095,-347.46000786069095,0.0,-0.0010000000474974513
0.5398187090000001,0.0010471975511965976,0.0010471975511965976,0.0,-1.6403430697087273e-11,-0.0002617993877991494,-0.0002617993877991494,0.0,4.100857674271818e-12,0.1408480706359424,0.1433438914662943,0.007504915783575617,-0.0007479477790184319,0.007487462491055673,0.00752236907609556,0.0,-9.424811651115306e-06,0.8433403000110276,0.20946569017809946,0.04319689898685966,0.1428155153989792,0.025979225915935593,0.025979225915935593,0.0,1.240060693019629e-10,-380.41210339102423,-380.4120510311467,0.0,-0.0010000000474974513,-347.46000786069095,-347.46000786069095,0.0,-0.0010000000474974513
0.54479036,0.0010471975511965976,0.0010471975511965976,0.0,-1.6403430697087273e-11,-0.0002617993877991494,-0.0002617993877991494,0.0,4.100857674271818e-12,0.1408480706359424,0.1433438914662943,0.007504915783575617,-0.0007488731644116342,0.007487462491055673,0.00752236907609556,0.0,-9.424811651115306e-06,0.8484214132537116,0.20946569017809946,0.04319689898685966,0.14400213956832886,0.025979225915935593,0.025979225915935593,0.0,1.240060693019629e-10,-380.41210339102423,-380.4120510311467,0.0,-0.0010000000474974513,-347.46000786069095,-347.46000786069095,0.0,-0.0010000000474974513
0.5497703310000001,0.0010471975511965976,0.0010471975511965976,0.0,-1.6403430697087273e-11,-0.0002617993877991494,-0.0002617993877991494,0.0,4.100857674271818e-12,0.1408480706359424,0.1433438914662943,0.007504915783575617,-0.0007489185081794858,0.007487462491055673,0.00752236907609556,0.0,-9.424811651115306e-06,0.8534851172552173,0.20946569017809946,0.04319689898685966,0.14517167210578918,0.025979225915935593,0.025979225915935593,0.0,1.240060693019629e-10,-380.41210339102423,-380.4120510311467,0.0,-0.0010000000474974513,-347.46000786069095,-347.46000786069095,0.0,-0.0010000000474974513
