time_sec,hip_L_Joint_pos_rad,hip_R_Joint_pos_rad,thigh_L_Joint_pos_rad,thigh_R_Joint_pos_rad,knee_L_Joint_pos_rad,knee_R_Joint_pos_rad,wheel_L_Joint_pos_rad,wheel_R_Joint_pos_rad,hip_L_Joint_vel_rad/s,hip_R_Joint_vel_rad/s,thigh_L_Joint_vel_rad/s,thigh_R_Joint_vel_rad/s,knee_L_Joint_vel_rad/s,knee_R_Joint_vel_rad/s,wheel_L_Joint_vel_rad/s,wheel_R_Joint_vel_rad/s,hip_L_Joint_torque,hip_R_Joint_torque,thigh_L_Joint_torque,thigh_R_Joint_torque,knee_L_Joint_torque,knee_R_Joint_torque,wheel_L_Joint_torque,wheel_R_Joint_torque
1785737395.1260448,0.0111,-0.0111,-0.001,0.0039,-0.0018,0.0006,1.1236,-0.2355,0.0033,-0.0032,-0.0083,-0.0108,-0.0153,0.0242,-0.0092,0.0178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1785737395.1447997,0.0112,-0.0112,-0.0013,0.0039,-0.0024,0.0013,1.1233,-0.235,0.0099,-0.0089,-0.0239,0.0039,-0.0455,0.0551,-0.0239,0.034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1785737395.1652067,0.0112,-0.0112,-0.0013,0.0039,-0.0024,0.0013,1.1233,-0.235,0.0099,-0.0089,-0.0239,0.0039,-0.0455,0.0551,-0.0239,0.034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1785737395.1851127,0.0112,-0.0112,-0.0013,0.0039,-0.0024,0.0013,1.1233,-0.235,0.0099,-0.0089,-0.0239,0.0039,-0.0455,0.0551,-0.0239,0.034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1785737395.205014,0.0112,-0.0112,-0.0013,0.0039,-0.0024,0.0013,1.1233,-0.235,0.0099,-0.0089,-0.0239,0.0039,-0.0455,0.0551,-0.0239,0.034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1785737395.2251067,0.0112,-0.0112,-0.0013,0.0039,-0.0024,0.0013,1.1233,-0.235,0.0099,-0.0089,-0.0239,0.0039,-0.0455,0.0551,-0.0239,0.034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1785737395.2450953,0.0114,-0.0114,-0.0018,0.0041,-0.0033,0.0024,1.1228,-0.2344,0.0164,-0.0146,-0.0386,0.0179,-0.074,0.0842,-0.0378,0.0492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1785737395.2649438,0.0115,-0.0115,-0.002,0.0042,-0.0038,0.0028,1.1226,-0.2341,0.0185,-0.0164,-0.0432,0.0223,-0.083,0.0934,-0.0422,0.0539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1785737395.2850275,0.0119,-0.0118,-0.0028,0.0047,-0.0053,0.0045,1.1218,-0.2332,0.0249,-0.022,-0.0559,0.0344,-0.1075,0.1186,-0.0542,0.067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1785737395.3050623,0.012,-0.0119,-0.0031,0.0049,-0.0058,0.0051,1.1215,-0.2328,0.027,-0.0238,-0.0596,0.0381,-0.1148,0.1261,-0.0577,0.0709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1785737395.3252316,0.0123,-0.0122,-0.0038,0.0053,-0.0071,0.0065,1.1209,-0.232,0.0312,-0.0274,-0.0664,0.0446,-0.1279,0.1397,-0.0642,0.078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1785737395.345451,0.0125,-0.0123,-0.0041,0.0055,-0.0077,0.0072,1.1206,-0.2316,0.0332,-0.0292,-0.0694,0.0475,-0.1337,0.1457,-0.067,0.0811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1785737395.364994,0.0128,-0.0126,-0.0048,0.006,-0.0092,0.0088,1.1199,-0.2308,0.0372,-0.0327,-0.0745,0.0525,-0.1435,0.156,-0.0718,0.0865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1785737395.3858988,0.0132,-0.013,-0.0056,0.0066,-0.0107,0.0104,1.1191,-0.2299,0.0412,-0.0361,-0.0783,0.0563,-0.1509,0.164,-0.0754,0.0907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1785737395.404955,0.0137,-0.0134,-0.0064,0.0072,-0.0122,0.0121,1.1183,-0.229,0.045,-0.0394,-0.0809,0.0589,-0.1558,0.1694,-0.0778,0.0935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1785737395.4248877,0.0142,-0.0138,-0.0072,0.0078,-0.0138,0.0138,1.1175,-0.228,0.0488,-0.0427,-0.0821,0.0602,-0.158,0.1721,-0.0789,0.095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1785737395.4450533,0.0144,-0.014,-0.0076,0.0081,-0.0146,0.0146,1.1172,-0.2275,0.0506,-0.0443,-0.0821,0.0603,-0.1582,0.1725,-0.079,0.0953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1785737395.4649253,0.0152,-0.0147,-0.0089,0.009,-0.0169,0.0172,1.116,-0.2261,0.0559,-0.0489,-0.0804,0.0589,-0.1545,0.1698,-0.0772,0.094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1785737395.485185,0.0152,-0.0147,-0.0089,0.009,-0.0169,0.0172,1.116,-0.2261,0.0559,-0.0489,-0.0804,0.0589,-0.1545,0.1698,-0.0772,0.094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1785737395.505058,0.0158,-0.0152,-0.0096,0.0095,-0.0184,0.0189,1.1152,-0.2252,0.0593,-0.0518,-0.0775,0.0563,-0.1489,0.1646,-0.0745,0.0914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1785737395.5252047,0.0164,-0.0158,-0.0104,0.0101,-0.0198,0.0205,1.1145,-0.2243,0.0625,-0.0546,-0.0733,0.0525,-0.1407,0.157,-0.0705,0.0876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1785737395.5448682,0.0171,-0.0163,-0.0111,0.0105,-0.0212,0.022,1.1139,-0.2235,0.0656,-0.0573,-0.068,0.0475,-0.1301,0.1469,-0.0654,0.0825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1785737395.5650442,0.0174,-0.0166,-0.0114,0.0108,-0.0218,0.0227,1.1135,-0.2231,0.0671,-0.0586,-0.0649,0.0446,-0.124,0.141,-0.0624,0.0796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1785737395.584851,0.0185,-0.0175,-0.0123,0.0113,-0.0234,0.0246,1.1127,-0.222,0.0713,-0.0623,-0.054,0.0344,-0.1027,0.1203,-0.0521,0.069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1785737395.6049514,0.0188,-0.0178,-0.0125,0.0115,-0.0239,0.0251,1.1125,-0.2216,0.0727,-0.0634,-0.0499,0.0306,-0.0947,0.1124,-0.0482,0.065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1785737395.624976,0.02,-0.0188,-0.0131,0.0118,-0.0251,0.0266,1.1119,-0.2208,0.0764,-0.0666,-0.0365,0.0179,-0.0684,0.0864,-0.0354,0.0518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1785737395.6448848,0.0204,-0.0192,-0.0133,0.0119,-0.0254,0.027,1.1117,-0.2206,0.0775,-0.0676,-0.0317,0.0134,-0.059,0.0771,-0.0308,0.047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1785737395.6649876,0.0211,-0.0199,-0.0135,0.012,-0.0258,0.0276,1.1115,-0.2202,0.0797,-0.0695,-0.0217,0.0039,-0.0395,0.0576,-0.0214,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1785737395.6849825,0.022,-0.0206,-0.0137,0.0119,-0.0261,0.028,1.1113,-0.2199,0.0817,-0.0712,-0.0114,-0.0059,-0.0194,0.0373,-0.0116,0.0265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1785737395.7051175,0.0224,-0.0209,-0.0137,0.0119,-0.0261,0.0281,1.1113,-0.2198,0.0826,-0.072,-0.0062,-0.0109,-0.0092,0.027,-0.0066,0.0212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1785737395.7249289,0.0236,-0.022,-0.0136,0.0115,-0.0259,0.0282,1.1114,-0.2196,0.0851,-0.0742,0.0095,-0.0259,0.0215,-0.0043,0.0083,0.0049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1785737395.745075,0.0241,-0.0224,-0.0136,0.0114,-0.0258,0.0282,1.1114,-0.2196,0.0858,-0.0748,0.0147,-0.0308,0.0316,-0.0147,0.0132,-0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1785737395.7649467,0.0254,-0.0235,-0.0132,0.0108,-0.025,0.0276,1.1118,-0.2198,0.0877,-0.0764,0.0297,-0.0452,0.061,-0.0452,0.0274,-0.0165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1785737395.785181,0.0258,-0.0239,-0.013,0.0105,-0.0247,0.0274,1.1119,-0.2199,0.0882,-0.0768,0.0345,-0.0498,0.0703,-0.055,0.0319,-0.0217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1785737395.8050866,0.0267,-0.0247,-0.0126,0.01,-0.0238,0.0267,1.1123,-0.2202,0.0891,-0.0776,0.0435,-0.0586,0.088,-0.0737,0.0405,-0.0317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1785737395.8252218,0.0276,-0.0255,-0.0121,0.0093,-0.0228,0.0258,1.1128,-0.2206,0.0897,-0.0782,0.0519,-0.0666,0.1043,-0.0912,0.0483,-0.0412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1785737395.845013,0.0285,-0.0263,-0.0115,0.0086,-0.0217,0.0248,1.1133,-0.2211,0.0902,-0.0786,0.0593,-0.0738,0.1188,-0.1071,0.0553,-0.0499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1785737395.8651998,0.0294,-0.027,-0.0109,0.0078,-0.0204,0.0236,1.1139,-0.2216,0.0904,-0.0788,0.0657,-0.0799,0.1313,-0.1212,0.0614,-0.0578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1785737395.8852715,0.0299,-0.0274,-0.0105,0.0074,-0.0197,0.023,1.1142,-0.2219,0.0905,-0.0788,0.0685,-0.0826,0.1367,-0.1275,0.064,-0.0613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1785737395.9048498,0.0312,-0.0286,-0.0094,0.0061,-0.0175,0.0209,1.1152,-0.2229,0.0903,-0.0787,0.0751,-0.0889,0.1495,-0.143,0.0701,-0.0705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1785737395.9249547,0.0317,-0.029,-0.009,0.0056,-0.0168,0.0201,1.1156,-0.2233,0.0902,-0.0785,0.0766,-0.0904,0.1525,-0.147,0.0715,-0.073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1785737395.9448693,0.033,-0.0302,-0.0079,0.0043,-0.0144,0.0179,1.1167,-0.2245,0.0894,-0.0778,0.0793,-0.0929,0.1577,-0.1553,0.0739,-0.0788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1785737395.9651117,0.0335,-0.0306,-0.0075,0.0038,-0.0136,0.0171,1.1171,-0.2249,0.089,-0.0775,0.0796,-0.093,0.1581,-0.1567,0.0741,-0.0801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1785737395.985233,0.0343,-0.0313,-0.0067,0.0029,-0.012,0.0155,1.1178,-0.2257,0.0881,-0.0767,0.079,-0.0923,0.157,-0.1577,0.0734,-0.0818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1785737396.0048587,0.0352,-0.0321,-0.0059,0.0019,-0.0105,0.0139,1.1185,-0.2265,0.087,-0.0757,0.0771,-0.0902,0.1532,-0.1561,0.0715,-0.0823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1785737396.0251594,0.0356,-0.0325,-0.0055,0.0015,-0.0098,0.0132,1.1189,-0.2269,0.0863,-0.0752,0.0757,-0.0886,0.1503,-0.1543,0.07,-0.082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1785737396.0450206,0.0369,-0.0336,-0.0044,0.0002,-0.0076,0.0109,1.1199,-0.2281,0.0841,-0.0733,0.0694,-0.082,0.138,-0.1452,0.0638,-0.0795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1785737396.0651193,0.0373,-0.0339,-0.0041,-0.0002,-0.007,0.0102,1.1202,-0.2285,0.0833,-0.0726,0.0667,-0.0791,0.1327,-0.1409,0.0612,-0.0781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1785737396.0848665,0.0386,-0.035,-0.0032,-0.0012,-0.0052,0.0083,1.121,-0.2296,0.0805,-0.0701,0.057,-0.0688,0.1136,-0.1248,0.0517,-0.0722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1785737396.10513,0.039,-0.0354,-0.0029,-0.0016,-0.0046,0.0077,1.1212,-0.23,0.0795,-0.0692,0.0533,-0.0648,0.1062,-0.1183,0.0481,-0.0697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1785737396.1249397,0.0397,-0.036,-0.0025,-0.0022,-0.0037,0.0066,1.1217,-0.2306,0.0773,-0.0673,0.0451,-0.0561,0.0902,-0.104,0.0402,-0.0641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1785737396.1451366,0.0405,-0.0367,-0.0021,-0.0026,-0.0029,0.0057,1.122,-0.2312,0.0749,-0.0653,0.0362,-0.0466,0.0727,-0.088,0.0315,-0.0576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1785737396.1651149,0.0412,-0.0373,-0.0018,-0.003,-0.0023,0.0049,1.1222,-0.2317,0.0724,-0.063,0.0266,-0.0363,0.054,-0.0706,0.0223,-0.0505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1785737396.1848571,0.0423,-0.0382,-0.0015,-0.0034,-0.0018,0.0041,1.1224,-0.2324,0.0683,-0.0594,0.0115,-0.0197,0.0243,-0.0424,0.0076,-0.0388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1785737396.2053072,0.0423,-0.0382,-0.0015,-0.0034,-0.0018,0.0041,1.1224,-0.2324,0.0683,-0.0594,0.0115,-0.0197,0.0243,-0.0424,0.0076,-0.0388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1785737396.22504,0.0433,-0.0391,-0.0015,-0.0035,-0.0017,0.0038,1.1224,-0.2328,0.0638,-0.0555,-0.004,-0.0025,-0.0062,-0.0127,-0.0075,-0.0263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1785737396.2450912,0.0439,-0.0396,-0.0016,-0.0035,-0.002,0.0038,1.1222,-0.233,0.0606,-0.0528,-0.0144,0.0092,-0.0265,0.0074,-0.0175,-0.0179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1785737396.26504,0.0444,-0.0401,-0.0018,-0.0033,-0.0024,0.0041,1.122,-0.2332,0.0573,-0.0499,-0.0245,0.0208,-0.0464,0.0273,-0.0273,-0.0095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
