time_sec,hip_L_Joint_pos_rad,hip_R_Joint_pos_rad,thigh_L_Joint_pos_rad,thigh_R_Joint_pos_rad,knee_L_Joint_pos_rad,knee_R_Joint_pos_rad,wheel_L_Joint_pos_rad,wheel_R_Joint_pos_rad,hip_L_Joint_vel_rad/s,hip_R_Joint_vel_rad/s,thigh_L_Joint_vel_rad/s,thigh_R_Joint_vel_rad/s,knee_L_Joint_vel_rad/s,knee_R_Joint_vel_rad/s,wheel_L_Joint_vel_rad/s,wheel_R_Joint_vel_rad/s,hip_L_Joint_torque,hip_R_Joint_torque,thigh_L_Joint_torque,thigh_R_Joint_torque,knee_L_Joint_torque,knee_R_Joint_torque,wheel_L_Joint_torque,wheel_R_Joint_torque
1786165643.1098375,0.005078908123303499,-0.015079644737231005,0.019058995431779024,0.00022689280275933754,-0.025124014582458276,0.10439686920804064,0.6738541709024879,-0.4020714997819337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1786165643.1298234,0.005078908123303499,-0.015079644737231005,0.019058995431779024,0.00022689280275933754,-0.025124014582458276,0.10439686920804064,0.6738541709024879,-0.4020714997819337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1786165643.1501324,0.005078908123303499,-0.015079644737231005,0.019058995431779024,0.00022689280275933754,-0.025124014582458276,0.10439686920804064,0.6738541709024879,-0.4020714997819337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1786165643.1710594,0.005078908123303499,-0.015079644737231005,0.019058995431779024,0.00022689280275933754,-0.025124014582458276,0.10439686920804064,0.6738541709024879,-0.4020714997819337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1786165643.1916218,0.005078908123303499,-0.015079644737231005,0.019058995431779024,0.00022689280275933754,-0.025124014582458276,0.10439686920804064,0.6738541709024879,-0.4020714997819337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1786165643.2115402,0.005078908123303499,-0.015079644737231005,0.019058995431779024,0.00022689280275933754,-0.025124014582458276,0.10439686920804064,0.6738541709024879,-0.4020714997819337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1786165643.231669,0.005078908123303499,-0.015079644737231005,0.019058995431779024,0.00022689280275933754,-0.025124014582458276,0.10439686920804064,0.6738541709024879,-0.4020714997819337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1786165643.2506628,0.005078908123303499,-0.015079644737231005,0.019058995431779024,0.00022689280275933754,-0.025124014582458276,0.10439686920804064,0.6738541709024879,-0.4020714997819337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1786165643.2707117,0.005078908123303499,-0.015079644737231005,0.019058995431779024,0.00022689280275933754,-0.025124014582458276,0.10439686920804064,0.6738541709024879,-0.4020714997819337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1786165643.2908626,0.005078908123303499,-0.015079644737231005,0.019058995431779024,0.00022689280275933754,-0.025124014582458276,0.10439686920804064,0.6738541709024879,-0.4020714997819337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
