time_sec,source_time_sec,hip_L_Joint_pos_rad,hip_R_Joint_pos_rad,thigh_L_Joint_pos_rad,thigh_R_Joint_pos_rad,knee_L_Joint_pos_rad,knee_R_Joint_pos_rad,wheel_L_Joint_pos_rad,wheel_R_Joint_pos_rad,hip_L_Joint_vel_rad/s,hip_R_Joint_vel_rad/s,thigh_L_Joint_vel_rad/s,thigh_R_Joint_vel_rad/s,knee_L_Joint_vel_rad/s,knee_R_Joint_vel_rad/s,wheel_L_Joint_vel_rad/s,wheel_R_Joint_vel_rad/s,hip_L_Joint_torque,hip_R_Joint_torque,thigh_L_Joint_torque,thigh_R_Joint_torque,knee_L_Joint_torque,knee_R_Joint_torque,wheel_L_Joint_torque,wheel_R_Joint_torque,hip_L_Joint_actual_torque,hip_R_Joint_actual_torque,thigh_L_Joint_actual_torque,thigh_R_Joint_actual_torque,knee_L_Joint_actual_torque,knee_R_Joint_actual_torque,wheel_L_Joint_actual_torque,wheel_R_Joint_actual_torque
0.0,0.0,0.007766715171374727,0.011117747335203099,0.9190729308076948,-0.9897762188059853,2.067586845082562,-2.0548983014205637,2.0776224882815297,-3.8822405749661053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00843755859375,-0.004218779296875,0.004218779296875,-0.012656337890625,0.0,0.0,0.0198926513671875,-0.01591412109375
0.004392265,0.0,0.007766715171374727,0.011117747335203099,0.9190729308076948,-0.9897762188059853,2.067586845082562,-2.0548983014205637,2.0776224882815297,-3.8822405749661053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00843755859375,-0.012656337890625,0.0,-0.00843755859375,-0.00843755859375,-0.043763833007812496,0.043763833007812496
0.009397369000000001,0.0,0.007766715171374727,0.011117747335203099,0.9190729308076948,-0.9897762188059853,2.067586845082562,-2.0548983014205637,2.0776224882815297,-3.8822405749661053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00843755859375,0.0,-0.012656337890625,0.00843755859375,-0.00843755859375,0.0506253515625,0.0198926513671875,0.0517208935546875
0.014279400000000001,0.0,0.007766715171374727,0.011117747335203099,0.9190729308076948,-0.9897762188059853,2.067586845082562,-2.0548983014205637,2.0776224882815297,-3.8822405749661053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004218779296875,-0.004218779296875,0.00843755859375,-0.00843755859375,-0.0168751171875,0.04218779296875,-0.043763833007812496,-0.023871181640625
0.019408473000000002,0.0,0.007766715171374727,0.011117747335203099,0.9190729308076948,-0.9897762188059853,2.067586845082562,-2.0548983014205637,2.0776224882815297,-3.8822405749661053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004218779296875,-0.00843755859375,0.004218779296875,0.0,-0.0168751171875,-0.00843755859375,0.0198926513671875,-0.023871181640625
0.024432169,0.0,0.007766715171374727,0.011117747335203099,0.9190729308076948,-0.9897762188059853,2.067586845082562,-2.0548983014205637,2.0776224882815297,-3.8822405749661053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004218779296875,0.012656337890625,0.0,-0.0168751171875,0.0,0.0198926513671875,0.043763833007812496
0.029443257,0.0,0.007766715171374727,0.011117747335203099,0.9190729308076948,-0.9897762188059853,2.067586845082562,-2.0548983014205637,2.0776224882815297,-3.8822405749661053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004218779296875,-0.012656337890625,0.004218779296875,-0.02531267578125,0.04218779296875,0.007957060546875,-0.023871181640625
0.034387048,0.0,0.007766715171374727,0.011117747335203099,0.9190729308076948,-0.9897762188059853,2.067586845082562,-2.0548983014205637,2.0776224882815297,-3.8822405749661053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004218779296875,-0.00843755859375,0.004218779296875,0.00843755859375,0.0,0.04218779296875,0.0198926513671875,0.039785302734375
0.039444856,0.0,0.007766715171374727,0.011117747335203099,0.9190729308076948,-0.9897762188059853,2.067586845082562,-2.0548983014205637,2.0776224882815297,-3.8822405749661053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004218779296875,-0.00843755859375,0.004218779296875,0.00843755859375,-0.00843755859375,0.06750046875,0.0198926513671875,-0.023871181640625
0.045032046000000006,0.0,0.007766715171374727,0.011117747335203099,0.9190729308076948,-0.9897762188059853,2.067586845082562,-2.0548983014205637,2.0776224882815297,-3.8822405749661053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004218779296875,-0.012656337890625,0.012656337890625,-0.00843755859375,0.04218779296875,0.0198926513671875,0.0517208935546875
