time_sec,source_time_sec,hip_L_Joint_pos_rad,hip_R_Joint_pos_rad,thigh_L_Joint_pos_rad,thigh_R_Joint_pos_rad,knee_L_Joint_pos_rad,knee_R_Joint_pos_rad,wheel_L_Joint_pos_rad,wheel_R_Joint_pos_rad,hip_L_Joint_vel_rad/s,hip_R_Joint_vel_rad/s,thigh_L_Joint_vel_rad/s,thigh_R_Joint_vel_rad/s,knee_L_Joint_vel_rad/s,knee_R_Joint_vel_rad/s,wheel_L_Joint_vel_rad/s,wheel_R_Joint_vel_rad/s,hip_L_Joint_torque,hip_R_Joint_torque,thigh_L_Joint_torque,thigh_R_Joint_torque,knee_L_Joint_torque,knee_R_Joint_torque,wheel_L_Joint_torque,wheel_R_Joint_torque,hip_L_Joint_actual_torque,hip_R_Joint_actual_torque,thigh_L_Joint_actual_torque,thigh_R_Joint_actual_torque,knee_L_Joint_actual_torque,knee_R_Joint_actual_torque,wheel_L_Joint_actual_torque,wheel_R_Joint_actual_torque,obs_0,obs_1,obs_2,obs_3,obs_4,obs_5,obs_6,obs_7,obs_8,obs_9,obs_10,obs_11,obs_12,obs_13,obs_14,obs_15,obs_16,obs_17,obs_18,obs_19,obs_20,obs_21,obs_22,obs_23,obs_24
0.0,0.0,-0.0012217304763950665,0.00349065850398933,0.9358979047969203,-0.9540318757251391,2.09782467437336,-2.0120679215766204,-0.8510923564425146,1.511315505886929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036651914291851995,-0.01047197551196799,0.1191062856092393,-0.06470437282458263,-0.010274023120080411,-0.24699623527013825,0.0,0.0,0.021093896484375,0.012656337890625,0.105469482421875,-0.054844130859375,0.0,-0.22781408203125,0.0119355908203125,-0.0318282421875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.009709795,0.009936657,-0.0012217304763950665,0.00349065850398933,0.9358979047969203,-0.9540318757251391,2.09782467437336,-2.0120679215766204,-0.8510923564425146,1.511315505886929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036651914291851995,-0.01047197551196799,0.1191062856092393,-0.06470437282458263,-0.010274023120080411,-0.24699623527013825,0.0,0.0,0.004218779296875,0.012656337890625,0.130782158203125,-0.054844130859375,-0.02531267578125,-0.22781408203125,-0.0318282421875,0.0835491357421875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.019457833,0.019881187,-0.0012217304763950665,0.00349065850398933,0.9358979047969203,-0.9540318757251391,2.09782467437336,-2.0120679215766204,-0.8510923564425146,1.511315505886929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036651914291851995,-0.01047197551196799,0.1191062856092393,-0.06470437282458263,-0.010274023120080411,-0.24699623527013825,0.0,0.0,-0.046406572265625,0.004218779296875,0.122344599609375,-0.088594365234375,-0.033750234375,-0.236251640625,0.007957060546875,0.0835491357421875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.029594182,0.02993049,-0.0012217304763950665,0.00349065850398933,0.9358979047969203,-0.9540318757251391,2.09782467437336,-2.0120679215766204,-0.8510923564425146,1.511315505886929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036651914291851995,-0.01047197551196799,0.1191062856092393,-0.06470437282458263,-0.010274023120080411,-0.24699623527013825,0.0,0.0,0.02531267578125,0.004218779296875,0.105469482421875,-0.0506253515625,0.0,-0.236251640625,0.007957060546875,0.0517208935546875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.039803175,0.03991403,-0.0012217304763950665,0.00349065850398933,0.9358979047969203,-0.9540318757251391,2.09782467437336,-2.0120679215766204,-0.8510923564425146,1.511315505886929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036651914291851995,-0.01047197551196799,0.1191062856092393,-0.06470437282458263,-0.010274023120080411,-0.24699623527013825,0.0,0.0,0.021093896484375,0.004218779296875,0.122344599609375,-0.054844130859375,0.0,-0.24468919921875,0.0119355908203125,-0.023871181640625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.049947780000000004,0.04999668,-0.0012217304763950665,0.00349065850398933,0.9358979047969203,-0.9540318757251391,2.09782467437336,-2.0120679215766204,-0.8510923564425146,1.511315505886929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036651914291851995,-0.01047197551196799,0.1191062856092393,-0.06470437282458263,-0.010274023120080411,-0.24699623527013825,0.0,0.0,0.00843755859375,-0.037969013671875,0.12656337890625,-0.054844130859375,0.0,-0.236251640625,0.007957060546875,-0.0198926513671875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.059865236,0.06002243,-0.0012217304763950665,0.00349065850398933,0.9358979047969203,-0.9540318757251391,2.09782467437336,-2.0120679215766204,-0.8510923564425146,1.511315505886929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036651914291851995,-0.01047197551196799,0.1191062856092393,-0.06470437282458263,-0.010274023120080411,-0.24699623527013825,0.0,0.0,0.0168751171875,-0.029531455078125,0.105469482421875,-0.054844130859375,-0.02531267578125,-0.24468919921875,0.01591412109375,-0.0278497119140625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.070151354,0.070153562,-0.0012217304763950665,0.00349065850398933,0.9358979047969203,-0.9540318757251391,2.09782467437336,-2.0120679215766204,-0.8510923564425146,1.511315505886929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036651914291851995,-0.01047197551196799,0.1191062856092393,-0.06470437282458263,-0.010274023120080411,-0.24699623527013825,0.0,0.0,0.00843755859375,0.0168751171875,0.122344599609375,-0.054844130859375,-0.02531267578125,-0.22781408203125,0.0119355908203125,-0.0278497119140625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.08021605000000001,0.080158927,-0.0012217304763950665,0.00349065850398933,0.9358979047969203,-0.9540318757251391,2.09782467437336,-2.0120679215766204,-0.8510923564425146,1.511315505886929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036651914291851995,-0.01047197551196799,0.1191062856092393,-0.06470437282458263,-0.010274023120080411,-0.24699623527013825,0.0,0.0,0.004218779296875,0.012656337890625,0.1181258203125,-0.054844130859375,-0.00843755859375,-0.236251640625,0.0119355908203125,-0.0198926513671875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.09037342400000001,0.09015526800000001,-0.0012217304763950665,0.00349065850398933,0.9358979047969203,-0.9540318757251391,2.09782467437336,-2.0120679215766204,-0.8510923564425146,1.511315505886929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036651914291851995,-0.01047197551196799,0.1191062856092393,-0.06470437282458263,-0.010274023120080411,-0.24699623527013825,0.0,0.0,0.012656337890625,0.012656337890625,0.101250703125,-0.0506253515625,-0.02531267578125,-0.236251640625,-0.0278497119140625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
