time_sec,hip_L_Joint_pos_rad,hip_R_Joint_pos_rad,thigh_L_Joint_pos_rad,thigh_R_Joint_pos_rad,knee_L_Joint_pos_rad,knee_R_Joint_pos_rad,wheel_L_Joint_pos_rad,wheel_R_Joint_pos_rad,hip_L_Joint_vel_rad/s,hip_R_Joint_vel_rad/s,thigh_L_Joint_vel_rad/s,thigh_R_Joint_vel_rad/s,knee_L_Joint_vel_rad/s,knee_R_Joint_vel_rad/s,wheel_L_Joint_vel_rad/s,wheel_R_Joint_vel_rad/s,hip_L_Joint_torque,hip_R_Joint_torque,thigh_L_Joint_torque,thigh_R_Joint_torque,knee_L_Joint_torque,knee_R_Joint_torque,wheel_L_Joint_torque,wheel_R_Joint_torque,hip_L_Joint_actual_torque,hip_R_Joint_actual_torque,thigh_L_Joint_actual_torque,thigh_R_Joint_actual_torque,knee_L_Joint_actual_torque,knee_R_Joint_actual_torque,wheel_L_Joint_actual_torque,wheel_R_Joint_actual_torque
9.5332e-05,0.011972958668680977,-0.005305800926062698,-0.02244493418064586,0.019634954084937206,0.001745329251994554,-0.00151843644923505,-0.00010471975514292353,-1.7453292519231667e-05,-0.017453292519943295,0.017453292519943295,0.047123889803846894,-0.10821041362364843,0.21205750411731106,-0.2504547476611863,0.015707963267948967,-0.003490658503988659,-0.1206206729462096,0.09636693730485435,0.3475111995630167,-0.6220036176259836,0.9660516131855383,-0.781704393721223,0.0,0.0,-0.147657275390625,0.07593802734375,0.2531267578125,-0.27843943359375,0.63281689453125,-0.61594177734375,0.0193359375,-0.038671875
0.010535055000000002,0.012461650859239004,-0.005689773361501782,-0.022252947962925873,0.017715091907743563,0.009075712110370837,-0.010672688375945372,0.00019198621771465696,-0.0002094395102387736,0.054105206811824215,-0.03316125578789226,0.02617993877991494,-0.15533430342749532,0.5096361415823443,-0.555887366760194,-0.013962634015954637,0.03316125578789226,-0.00046714248530699515,0.01510427526931968,0.12255965411743534,-0.4021344050298865,0.8333005754557136,-0.537913069197715,0.0,0.0,-0.046406572265625,0.046406572265625,0.10968826171875,-0.36281501953125,0.6918798046875,-0.46406572265625,0.0193359375,-0.00966796875
0.020355494000000002,0.012461650859239004,-0.005794493116621169,-0.021973695282607508,0.016179202165988116,0.014355333097653689,-0.015472343818929757,0.00019198621771465696,-1.7453292519231667e-05,-0.010471975511965978,0.0,0.027925268031909273,-0.1989675347273536,0.6527531402458793,-0.5462880558742251,-0.03665191429188092,0.027925268031909273,0.01603882618625285,0.0653913036077831,0.11509153366414077,-0.4492405834261736,0.805958681692965,-0.5293515183369831,0.0,0.0,-0.00843755859375,0.037969013671875,0.130782158203125,-0.375471357421875,0.7003173632812499,-0.438753046875,0.02900390625,-0.0193359375
0.029922742000000002,0.01254891732183916,-0.005689773361501782,-0.021485003092048593,0.014364059743914304,0.020245819323134406,-0.02107485071783155,0.00019198621771465696,-1.7453292519231667e-05,0.005235987755982989,0.022689280275926284,0.09773843811168245,-0.22514747350726852,0.6623524511318482,-0.6911503837897546,0.0017453292519943296,-0.04188790204786391,0.02249654441863187,0.06238933729435203,0.11407924269798624,-0.44026959107092145,0.775808118864763,-0.5159124830966267,0.0,0.0,-0.0168751171875,0.054844130859375,0.130782158203125,-0.4218779296875,0.7931305078124999,-0.4893783984375,0.0193359375,-0.0193359375
0.039848017,0.012653637076958546,-0.005497787143781796,-0.020717058221171314,0.012252211349000675,0.027200956392331888,-0.028841565889206333,0.0,-0.0002094395102387736,0.008726646259971648,0.012217304763960306,0.05585053606381855,-0.20245819323134226,0.773180858633488,-0.7845254987714512,0.0,0.0,0.035362252939971715,0.0683093666686719,0.10646754721627644,-0.4325993370648082,0.7741464396881792,-0.5017872812917944,0.0,0.0,-0.0506253515625,0.071719248046875,0.130782158203125,-0.44719060546875,0.6918798046875,-0.4556281640625,0.0193359375,-0.0193359375
0.049787756,0.012845623294678088,-0.005497787143781796,-0.020141099568013132,0.010437068926926862,0.03529928412158556,-0.03781255824445723,8.726646257173343e-05,-0.0001221730476392846,0.017453292519943295,0.0,0.050614548307835565,-0.18849555921538758,0.8508480103472356,-0.8944812416470939,0.0,0.0,0.03469902782421469,0.06878060556670855,0.10835250280843099,-0.4285327199076599,0.7421981877304228,-0.46914962427950035,0.0,0.0,0.004218779296875,0.05906291015625,0.080156806640625,-0.41344037109375,0.71719248046875,-0.438753046875,0.02900390625,-0.0580078125
0.059783817,0.012845623294678088,-0.005497787143781796,-0.01986184688769388,0.008709192967452317,0.04344997172839915,-0.04562290664713187,8.726646257173343e-05,-0.0001221730476392846,0.0,0.0,0.02617993877991494,-0.19024088846738194,0.8953539062730911,-0.995710338262765,0.0,0.008726646259971648,0.05409400726198166,0.0813737176239342,0.12544845158278287,-0.46080460001123463,0.7239968938627115,-0.4551214056345423,0.0,0.0,-0.046406572265625,0.07593802734375,0.122344599609375,-0.409221591796875,0.74250515625,-0.37969013671875,-0.06767578125,0.10634765624999999
0.06985888900000001,0.012845623294678088,-0.005497787143781796,-0.019477874452255683,0.006492624817419745,0.0510683339133543,-0.05434955290710347,0.0,-0.0001221730476392846,0.0,0.0,0.03665191429188092,-0.317649923862968,0.9241518389309975,-1.0053096491487339,0.0,-0.020943951023931956,0.05583933651397599,0.0813737176239342,0.12705415449461716,-0.4554464392076116,0.6950942414496852,-0.42156745076495117,0.0,0.0,0.021093896484375,0.071719248046875,0.0843755859375,-0.4218779296875,0.6918798046875,-0.4050028125,0.0193359375,0.0
0.079786116,0.012845623294678088,-0.005497787143781796,-0.01898918226169677,0.002949606435871388,0.0601265927312048,-0.06421938982713143,0.0,-1.7453292519231667e-05,0.017453292519943295,0.0,0.06632251157578452,-0.3874630939427412,0.9276424974349862,-1.064650843716541,0.005235987755982989,0.017453292519943295,0.06443398356387986,0.09357062726019327,0.1553937941748076,-0.45919650008697377,0.7037616426749428,-0.43360017067533957,0.0,0.0,-0.021093896484375,0.088594365234375,0.1350009375,-0.4218779296875,0.71719248046875,-0.438753046875,0.0193359375,0.0966796875
0.089802818,0.013124875974997341,-0.005305800926062698,-0.018413223608538587,-0.0005061454830777024,0.06852162643329762,-0.0745255590601579,8.726646257173343e-05,-1.7453292519231667e-05,0.031415926535897934,0.027925268031909273,0.04014257279586959,-0.4066617157146788,0.9197885158010117,-1.1047934165124107,0.0,0.0,0.06268865431188553,0.09357062726019327,0.15096065787474047,-0.44158612793435137,0.6762378003709925,-0.3980565404584751,0.0,0.0,0.04218779296875,0.080156806640625,0.1518760546875,-0.4556281640625,0.66656712890625,-0.3881276953125,-0.0580078125,-0.038671875
