time_sec,hip_L_Joint,hip_R_Joint,thigh_L_Joint,thigh_R_Joint,knee_L_Joint,knee_R_Joint,wheel_L_Joint,wheel_R_Joint
141.864996829,0.0102,0.0056,0.344,-0.3091,1.8738,-1.8461,4.0519,-4.1788
141.869996828,0.0102,0.0056,0.344,-0.3091,1.8738,-1.8461,4.0518,-4.1788
141.874996828,0.0103,0.0056,0.3441,-0.3091,1.8738,-1.8461,4.0517,-4.1788
141.879996828,0.0102,0.0056,0.3441,-0.3091,1.8739,-1.8461,4.0517,-4.1788
141.884996828,0.0102,0.0056,0.3441,-0.3091,1.8739,-1.8461,4.0515,-4.1788
141.889996828,0.0102,0.0056,0.3442,-0.3091,1.8739,-1.8461,4.0515,-4.1788
141.894996828,0.0102,0.0056,0.3442,-0.3092,1.8739,-1.8461,4.0514,-4.1787
141.899996828,0.0102,0.0056,0.3443,-0.3092,1.874,-1.8462,4.0513,-4.1787
141.904996828,0.0102,0.0056,0.3443,-0.3092,1.874,-1.8462,4.0512,-4.1787
141.909996828,0.0102,0.0056,0.3444,-0.3092,1.874,-1.8462,4.0511,-4.1787
141.914996827,0.0102,0.0056,0.3444,-0.3092,1.8741,-1.8462,4.051,-4.1786
141.919996827,0.0103,0.0056,0.3444,-0.3092,1.8741,-1.8462,4.0509,-4.1787
141.924996827,0.0102,0.0056,0.3445,-0.3092,1.8741,-1.8462,4.0508,-4.1787
141.929996827,0.0102,0.0056,0.3445,-0.3092,1.8741,-1.8462,4.0507,-4.1786
141.934996827,0.0102,0.0056,0.3446,-0.3092,1.8742,-1.8462,4.0506,-4.1786
141.939996827,0.0102,0.0056,0.3446,-0.3092,1.8742,-1.8462,4.0505,-4.1786
141.944996827,0.0102,0.0056,0.3446,-0.3092,1.8742,-1.8462,4.0504,-4.1785
141.949996827,0.0102,0.0056,0.3447,-0.3093,1.8742,-1.8462,4.0503,-4.1785
141.954996827,0.0103,0.0056,0.3447,-0.3092,1.8743,-1.8462,4.0502,-4.1785
141.959996826,0.0102,0.0056,0.3448,-0.3092,1.8743,-1.8462,4.0501,-4.1785
141.964996826,0.0102,0.0056,0.3448,-0.3093,1.8743,-1.8462,4.05,-4.1785
141.969996826,0.0102,0.0056,0.3448,-0.3093,1.8744,-1.8462,4.0499,-4.1785
141.974996826,0.0102,0.0056,0.3449,-0.3093,1.8744,-1.8462,4.0498,-4.1784
141.979996826,0.0103,0.0056,0.3449,-0.3093,1.8744,-1.8462,4.0497,-4.1785
141.984996826,0.0102,0.0056,0.345,-0.3093,1.8744,-1.8462,4.0496,-4.1784
141.989996826,0.0102,0.0056,0.345,-0.3093,1.8745,-1.8462,4.0495,-4.1784
141.994996826,0.0103,0.0056,0.3451,-0.3093,1.8745,-1.8462,4.0494,-4.1784
141.999996826,0.0102,0.0056,0.3451,-0.3093,1.8745,-1.8462,4.0494,-4.1784
142.004996825,0.0102,0.0056,0.3451,-0.3093,1.8745,-1.8463,4.0492,-4.1784
142.009996825,0.0103,0.0056,0.3452,-0.3093,1.8746,-1.8463,4.0492,-4.1784
142.014996825,0.0102,0.0056,0.3452,-0.3093,1.8746,-1.8463,4.0491,-4.1784
142.019996825,0.0102,0.0056,0.3453,-0.3093,1.8746,-1.8463,4.049,-4.1784
142.024996825,0.0103,0.0056,0.3453,-0.3093,1.8746,-1.8463,4.0489,-4.1784
142.029996825,0.0102,0.0056,0.3454,-0.3093,1.8747,-1.8463,4.0488,-4.1784
142.034996825,0.0102,0.0056,0.3454,-0.3093,1.8747,-1.8463,4.0487,-4.1783
142.039996825,0.0103,0.0056,0.3454,-0.3093,1.8747,-1.8463,4.0486,-4.1784
142.044996825,0.0102,0.0056,0.3455,-0.3093,1.8748,-1.8463,4.0485,-4.1783
142.049996824,0.0102,0.0056,0.3455,-0.3093,1.8748,-1.8463,4.0484,-4.1783
142.054996824,0.0102,0.0056,0.3456,-0.3093,1.8748,-1.8463,4.0483,-4.1783
142.059996824,0.0102,0.0056,0.3456,-0.3094,1.8748,-1.8463,4.0482,-4.1783
142.064996824,0.0102,0.0056,0.3456,-0.3094,1.8749,-1.8463,4.0481,-4.1782
142.069996824,0.0102,0.0056,0.3457,-0.3094,1.8749,-1.8463,4.048,-4.1782
142.074996824,0.0102,0.0056,0.3457,-0.3094,1.8749,-1.8463,4.0479,-4.1782
142.079996824,0.0102,0.0056,0.3458,-0.3094,1.875,-1.8463,4.0478,-4.1782
142.084996824,0.0103,0.0056,0.3458,-0.3094,1.875,-1.8463,4.0477,-4.1782
142.089996824,0.0102,0.0056,0.3459,-0.3094,1.875,-1.8463,4.0476,-4.1782
142.094996823,0.0102,0.0056,0.3459,-0.3094,1.875,-1.8463,4.0475,-4.1781
142.099996823,0.0102,0.0056,0.3459,-0.3094,1.8751,-1.8463,4.0474,-4.1781
142.104996823,0.0102,0.0056,0.346,-0.3094,1.8751,-1.8463,4.0473,-4.1781
142.109996823,0.0102,0.0056,0.346,-0.3094,1.8751,-1.8463,4.0472,-4.1781
142.114996823,0.0102,0.0056,0.3461,-0.3094,1.8751,-1.8463,4.0471,-4.1781
142.119996823,0.0103,0.0056,0.3461,-0.3094,1.8752,-1.8463,4.047,-4.1781
142.124996823,0.0102,0.0056,0.3461,-0.3094,1.8752,-1.8463,4.0469,-4.1781
142.129996823,0.0102,0.0056,0.3462,-0.3095,1.8752,-1.8463,4.0469,-4.178
142.134996823,0.0103,0.0056,0.3462,-0.3094,1.8753,-1.8464,4.0467,-4.1781
142.139996822,0.0102,0.0056,0.3463,-0.3094,1.8753,-1.8464,4.0466,-4.1781
142.144996822,0.0102,0.0056,0.3463,-0.3095,1.8753,-1.8464,4.0466,-4.178
142.149996822,0.0103,0.0056,0.3464,-0.3095,1.8753,-1.8464,4.0464,-4.178
142.154996822,0.0102,0.0056,0.3464,-0.3095,1.8754,-1.8464,4.0464,-4.178
142.159996822,0.0103,0.0056,0.3464,-0.3095,1.8754,-1.8464,4.0463,-4.178
142.164996822,0.0103,0.0056,0.3465,-0.3095,1.8754,-1.8464,4.0462,-4.178
142.169996822,0.0102,0.0056,0.3465,-0.3095,1.8754,-1.8464,4.0461,-4.178
142.174996822,0.0102,0.0056,0.3466,-0.3095,1.8755,-1.8464,4.046,-4.178
142.179996822,0.0103,0.0056,0.3466,-0.3095,1.8755,-1.8464,4.0459,-4.178
142.184996821,0.0102,0.0056,0.3466,-0.3095,1.8755,-1.8464,4.0458,-4.178
142.189996821,0.0102,0.0056,0.3467,-0.3095,1.8755,-1.8464,4.0457,-4.1779
142.194996821,0.0103,0.0056,0.3467,-0.3095,1.8756,-1.8464,4.0456,-4.1779
142.199996821,0.0102,0.0056,0.3468,-0.3095,1.8756,-1.8464,4.0455,-4.1779
142.204996821,0.0102,0.0056,0.3468,-0.3095,1.8756,-1.8464,4.0454,-4.1779
142.209996821,0.0102,0.0056,0.3468,-0.3095,1.8757,-1.8464,4.0453,-4.1779
142.214996821,0.0102,0.0056,0.3469,-0.3095,1.8757,-1.8464,4.0452,-4.1778
142.219996821,0.0103,0.0056,0.3469,-0.3096,1.8757,-1.8464,4.0451,-4.1778
142.224996821,0.0102,0.0056,0.347,-0.3096,1.8757,-1.8464,4.045,-4.1778
142.22999682,0.0103,0.0056,0.347,-0.3096,1.8758,-1.8464,4.0449,-4.1778
142.23499682,0.0102,0.0056,0.3471,-0.3096,1.8758,-1.8464,4.0448,-4.1778
142.23999682,0.0102,0.0056,0.3471,-0.3096,1.8758,-1.8464,4.0447,-4.1778
142.24499682,0.0102,0.0056,0.3471,-0.3096,1.8758,-1.8464,4.0446,-4.1777
142.24999682,0.0102,0.0056,0.3472,-0.3096,1.8759,-1.8465,4.0446,-4.1777
142.25499682,0.0102,0.0056,0.3472,-0.3096,1.8759,-1.8465,4.0444,-4.1777
142.25999682,0.0103,0.0056,0.3473,-0.3096,1.8759,-1.8465,4.0444,-4.1777
142.26499682,0.0103,0.0056,0.3473,-0.3096,1.876,-1.8465,4.0443,-4.1777
142.26999682,0.0102,0.0056,0.3473,-0.3096,1.876,-1.8465,4.0442,-4.1777
142.274996819,0.0103,0.0056,0.3474,-0.3096,1.876,-1.8465,4.0441,-4.1777
142.279996819,0.0102,0.0056,0.3474,-0.3096,1.876,-1.8465,4.044,-4.1777
142.284996819,0.0102,0.0056,0.3475,-0.3096,1.8761,-1.8465,4.0439,-4.1776
142.289996819,0.0102,0.0056,0.3475,-0.3096,1.8761,-1.8465,4.0438,-4.1776
142.294996819,0.0102,0.0056,0.3476,-0.3097,1.8761,-1.8465,4.0437,-4.1776
142.299996819,0.0102,0.0056,0.3476,-0.3097,1.8761,-1.8465,4.0436,-4.1776
142.304996819,0.0102,0.0056,0.3476,-0.3097,1.8762,-1.8465,4.0435,-4.1775
142.309996819,0.0102,0.0056,0.3477,-0.3097,1.8762,-1.8465,4.0434,-4.1775
142.314996819,0.0102,0.0056,0.3477,-0.3097,1.8762,-1.8465,4.0433,-4.1775
142.319996818,0.0102,0.0056,0.3478,-0.3097,1.8763,-1.8465,4.0432,-4.1775
142.324996818,0.0102,0.0056,0.3478,-0.3097,1.8763,-1.8465,4.0431,-4.1775
142.329996818,0.0102,0.0056,0.3478,-0.3097,1.8763,-1.8465,4.043,-4.1775
142.334996818,0.0102,0.0056,0.3479,-0.3097,1.8763,-1.8465,4.0429,-4.1774
142.339996818,0.0102,0.0056,0.3479,-0.3097,1.8764,-1.8465,4.0428,-4.1774
142.344996818,0.0102,0.0056,0.348,-0.3097,1.8764,-1.8466,4.0427,-4.1774
142.349996818,0.0102,0.0056,0.348,-0.3098,1.8764,-1.8466,4.0426,-4.1774
142.354996818,0.0102,0.0056,0.3481,-0.3098,1.8764,-1.8466,4.0425,-4.1774
142.359996818,0.0102,0.0056,0.3481,-0.3098,1.8765,-1.8466,4.0424,-4.1773
142.364996817,0.0102,0.0056,0.3481,-0.3098,1.8765,-1.8466,4.0423,-4.1773
142.369996817,0.0102,0.0056,0.3482,-0.3098,1.8765,-1.8466,4.0422,-4.1773
142.374996817,0.0102,0.0056,0.3482,-0.3098,1.8765,-1.8466,4.0422,-4.1773
142.379996817,0.0102,0.0056,0.3483,-0.3098,1.8766,-1.8466,4.0421,-4.1773
142.384996817,0.0102,0.0056,0.3483,-0.3098,1.8766,-1.8466,4.042,-4.1772
142.389996817,0.0102,0.0056,0.3483,-0.3098,1.8766,-1.8466,4.0419,-4.1772
142.394996817,0.0102,0.0056,0.3484,-0.3098,1.8767,-1.8466,4.0418,-4.1772
142.399996817,0.0102,0.0056,0.3484,-0.3098,1.8767,-1.8466,4.0417,-4.1772
142.404996817,0.0102,0.0056,0.3485,-0.3098,1.8767,-1.8466,4.0416,-4.1772
142.409996816,0.0102,0.0056,0.3485,-0.3099,1.8767,-1.8466,4.0415,-4.1771
142.414996816,0.0102,0.0056,0.3486,-0.3099,1.8768,-1.8466,4.0414,-4.1771
142.419996816,0.0102,0.0056,0.3486,-0.3099,1.8768,-1.8466,4.0413,-4.1771
142.424996816,0.0102,0.0056,0.3486,-0.3099,1.8768,-1.8467,4.0412,-4.1771
142.429996816,0.0102,0.0056,0.3487,-0.3099,1.8768,-1.8467,4.0411,-4.177
142.434996816,0.0102,0.0056,0.3487,-0.3099,1.8769,-1.8467,4.041,-4.177
142.439996816,0.0102,0.0056,0.3488,-0.3099,1.8769,-1.8467,4.0409,-4.177
142.444996816,0.0102,0.0056,0.3488,-0.3099,1.8769,-1.8467,4.0408,-4.177
142.449996815,0.0102,0.0056,0.3488,-0.3099,1.877,-1.8467,4.0407,-4.1769
142.454996815,0.0103,0.0056,0.3489,-0.3099,1.877,-1.8467,4.0406,-4.177
142.459996815,0.0102,0.0056,0.3489,-0.3099,1.877,-1.8467,4.0405,-4.1769
142.464996815,0.0102,0.0056,0.349,-0.31,1.877,-1.8467,4.0404,-4.1769
142.469996815,0.0103,0.0056,0.349,-0.3099,1.8771,-1.8467,4.0403,-4.1769
142.474996815,0.0102,0.0056,0.3491,-0.31,1.8771,-1.8467,4.0402,-4.1769
142.479996815,0.0102,0.0056,0.3491,-0.31,1.8771,-1.8467,4.0401,-4.1769
142.484996815,0.0103,0.0056,0.3491,-0.31,1.8771,-1.8467,4.04,-4.1769
142.489996815,0.0102,0.0056,0.3492,-0.31,1.8772,-1.8467,4.0399,-4.1769
142.494996814,0.0102,0.0056,0.3492,-0.31,1.8772,-1.8467,4.0398,-4.1768
142.499996814,0.0102,0.0056,0.3493,-0.31,1.8772,-1.8467,4.0398,-4.1768
142.504996814,0.0102,0.0056,0.3493,-0.31,1.8773,-1.8467,4.0397,-4.1768
142.509996814,0.0102,0.0056,0.3493,-0.31,1.8773,-1.8467,4.0396,-4.1768
142.514996814,0.0102,0.0056,0.3494,-0.31,1.8773,-1.8467,4.0395,-4.1768
142.519996814,0.0103,0.0056,0.3494,-0.31,1.8773,-1.8467,4.0394,-4.1768
142.524996814,0.0102,0.0056,0.3495,-0.31,1.8774,-1.8467,4.0393,-4.1768
142.529996814,0.0102,0.0056,0.3495,-0.31,1.8774,-1.8468,4.0392,-4.1767
142.534996814,0.0103,0.0056,0.3496,-0.31,1.8774,-1.8468,4.0391,-4.1767
142.539996813,0.0102,0.0056,0.3496,-0.31,1.8774,-1.8468,4.039,-4.1767
142.544996813,0.0102,0.0056,0.3496,-0.31,1.8775,-1.8468,4.0389,-4.1767
142.549996813,0.0103,0.0056,0.3497,-0.31,1.8775,-1.8468,4.0388,-4.1767
142.554996813,0.0102,0.0056,0.3497,-0.31,1.8775,-1.8468,4.0387,-4.1767
142.559996813,0.0102,0.0056,0.3498,-0.3101,1.8775,-1.8468,4.0386,-4.1767
142.564996813,0.0103,0.0056,0.3498,-0.3101,1.8776,-1.8468,4.0385,-4.1767
142.569996813,0.0102,0.0056,0.3499,-0.3101,1.8776,-1.8468,4.0384,-4.1767
142.574996813,0.0102,0.0056,0.3499,-0.3101,1.8776,-1.8468,4.0383,-4.1766
142.579996813,0.0103,0.0056,0.3499,-0.3101,1.8777,-1.8468,4.0382,-4.1767
142.584996812,0.0102,0.0056,0.35,-0.3101,1.8777,-1.8468,4.0381,-4.1767
142.589996812,0.0102,0.0056,0.35,-0.3101,1.8777,-1.8468,4.038,-4.1766
142.594996812,0.0102,0.0056,0.3501,-0.3101,1.8777,-1.8468,4.0379,-4.1766
142.599996812,0.0102,0.0056,0.3501,-0.3101,1.8778,-1.8468,4.0378,-4.1766
142.604996812,0.0102,0.0056,0.3501,-0.3101,1.8778,-1.8468,4.0377,-4.1766
142.609996812,0.0102,0.0056,0.3502,-0.3101,1.8778,-1.8468,4.0376,-4.1765
