time_sec,hip_L_Joint,hip_R_Joint,thigh_L_Joint,thigh_R_Joint,knee_L_Joint,knee_R_Joint,wheel_L_Joint,wheel_R_Joint
85.349998092,0.009,0.0043,0.8308,-0.8046,2.0809,-2.0714,2.8068,-2.8813
85.354998092,0.0089,0.0043,0.8272,-0.8012,2.0801,-2.0706,2.8163,-2.8904
85.359998092,0.0089,0.0043,0.8236,-0.7978,2.0794,-2.0699,2.8259,-2.8995
85.364998091,0.0089,0.0043,0.82,-0.7943,2.0786,-2.069,2.8356,-2.9086
85.369998091,0.009,0.0043,0.8164,-0.7909,2.0778,-2.0682,2.8452,-2.9177
85.374998091,0.0089,0.0043,0.8127,-0.7874,2.0771,-2.0674,2.8549,-2.9268
85.379998091,0.009,0.0043,0.8091,-0.784,2.0762,-2.0666,2.8646,-2.9359
85.384998091,0.0089,0.0043,0.8054,-0.7805,2.0754,-2.0657,2.8743,-2.9451
85.389998091,0.009,0.0043,0.8018,-0.777,2.0746,-2.0648,2.884,-2.9542
85.394998091,0.0089,0.0043,0.7981,-0.7735,2.0738,-2.0639,2.8937,-2.9634
85.399998091,0.009,0.0043,0.7944,-0.77,2.0729,-2.0631,2.9034,-2.9725
85.404998091,0.0089,0.0043,0.7907,-0.7665,2.072,-2.0621,2.9131,-2.9817
85.40999809,0.009,0.0043,0.787,-0.763,2.0711,-2.0612,2.9229,-2.9909
85.41499809,0.0089,0.0043,0.7833,-0.7595,2.0702,-2.0603,2.9326,-3.0001
85.41999809,0.009,0.0043,0.7796,-0.756,2.0693,-2.0593,2.9424,-3.0092
85.42499809,0.0089,0.0043,0.7759,-0.7525,2.0683,-2.0584,2.9521,-3.0184
85.42999809,0.009,0.0043,0.7722,-0.7489,2.0674,-2.0574,2.9618,-3.0276
85.43499809,0.0089,0.0043,0.7684,-0.7454,2.0664,-2.0564,2.9716,-3.0368
85.43999809,0.009,0.0043,0.7647,-0.7419,2.0654,-2.0554,2.9814,-3.0459
85.44499809,0.0089,0.0043,0.7609,-0.7383,2.0645,-2.0544,2.9911,-3.0551
85.44999809,0.0089,0.0043,0.7572,-0.7348,2.0634,-2.0534,3.0008,-3.0643
85.454998089,0.0089,0.0043,0.7535,-0.7313,2.0624,-2.0524,3.0105,-3.0734
85.459998089,0.009,0.0043,0.7503,-0.7282,2.0615,-2.0515,3.0189,-3.0812
85.464998089,0.0089,0.0043,0.7475,-0.7256,2.0608,-2.0507,3.0261,-3.088
85.469998089,0.009,0.0043,0.7451,-0.7233,2.0601,-2.05,3.0323,-3.0938
85.474998089,0.0089,0.0043,0.7431,-0.7215,2.0596,-2.0494,3.0374,-3.0986
85.479998089,0.009,0.0043,0.7415,-0.72,2.0591,-2.049,3.0416,-3.1024
85.484998089,0.0089,0.0043,0.7403,-0.7188,2.0587,-2.0486,3.0448,-3.1055
85.489998089,0.009,0.0043,0.7393,-0.7179,2.0585,-2.0484,3.0472,-3.1077
85.494998089,0.0089,0.0043,0.7386,-0.7173,2.0583,-2.0482,3.049,-3.1093
85.499998088,0.009,0.0043,0.7382,-0.7169,2.0581,-2.0481,3.0501,-3.1103
85.504998088,0.0089,0.0043,0.738,-0.7167,2.0581,-2.048,3.0507,-3.1108
85.509998088,0.0089,0.0043,0.7379,-0.7167,2.0581,-2.048,3.0508,-3.1108
85.514998088,0.0089,0.0043,0.738,-0.7168,2.0581,-2.048,3.0507,-3.1107
85.519998088,0.0089,0.0043,0.7381,-0.7169,2.0581,-2.048,3.0503,-3.1104
85.524998088,0.0089,0.0043,0.7383,-0.717,2.0582,-2.0481,3.0498,-3.11
85.529998088,0.0089,0.0043,0.7385,-0.7172,2.0582,-2.0481,3.0493,-3.1095
85.534998088,0.009,0.0043,0.7387,-0.7174,2.0583,-2.0482,3.0487,-3.109
85.539998088,0.0089,0.0043,0.739,-0.7177,2.0584,-2.0483,3.048,-3.1084
85.544998087,0.009,0.0043,0.7393,-0.7179,2.0585,-2.0484,3.0473,-3.1077
85.549998087,0.0089,0.0043,0.7396,-0.7182,2.0586,-2.0484,3.0465,-3.107
85.554998087,0.009,0.0043,0.7399,-0.7185,2.0586,-2.0486,3.0457,-3.1063
85.559998087,0.0089,0.0043,0.7402,-0.7188,2.0587,-2.0486,3.0449,-3.1055
85.564998087,0.009,0.0043,0.7405,-0.7191,2.0588,-2.0487,3.0441,-3.1047
85.569998087,0.0089,0.0043,0.7408,-0.7194,2.0589,-2.0488,3.0433,-3.104
85.574998087,0.009,0.0043,0.7411,-0.7197,2.059,-2.0489,3.0425,-3.1032
85.579998087,0.0089,0.0043,0.7414,-0.72,2.0591,-2.049,3.0418,-3.1024
85.584998087,0.009,0.0043,0.7417,-0.7203,2.0592,-2.0491,3.041,-3.1017
85.589998086,0.0089,0.0043,0.742,-0.7205,2.0592,-2.0491,3.0402,-3.101
85.594998086,0.009,0.0043,0.7424,-0.721,2.0594,-2.0493,3.0391,-3.0999
85.599998086,0.0089,0.0043,0.743,-0.7215,2.0595,-2.0494,3.0377,-3.0986
85.604998086,0.009,0.0043,0.7436,-0.7221,2.0597,-2.0496,3.0361,-3.0969
85.609998086,0.0089,0.0043,0.7445,-0.7229,2.0599,-2.0499,3.034,-3.0949
85.614998086,0.009,0.0043,0.7454,-0.7239,2.0602,-2.0502,3.0315,-3.0924
85.619998086,0.0089,0.0043,0.7465,-0.7249,2.0605,-2.0505,3.0286,-3.0896
85.624998086,0.009,0.0043,0.7478,-0.7263,2.0609,-2.0509,3.0252,-3.0862
85.629998086,0.0089,0.0043,0.7494,-0.7278,2.0613,-2.0513,3.0212,-3.0823
85.634998085,0.009,0.0043,0.7511,-0.7295,2.0618,-2.0519,3.0168,-3.0779
85.639998085,0.0089,0.0043,0.7529,-0.7313,2.0623,-2.0524,3.0121,-3.0732
85.644998085,0.009,0.0043,0.7551,-0.7335,2.0629,-2.053,3.0064,-3.0676
85.649998085,0.0089,0.0043,0.7575,-0.7359,2.0635,-2.0537,3.0001,-3.0613
85.654998085,0.009,0.0043,0.7602,-0.7386,2.0643,-2.0545,2.9931,-3.0544
85.659998085,0.0089,0.0043,0.7633,-0.7416,2.0651,-2.0553,2.9852,-3.0465
85.664998085,0.009,0.0043,0.7666,-0.745,2.066,-2.0563,2.9765,-3.0379
85.669998085,0.0089,0.0043,0.7702,-0.7485,2.0669,-2.0573,2.9671,-3.0286
85.674998085,0.009,0.0043,0.7741,-0.7525,2.0679,-2.0584,2.9568,-3.0184
85.679998084,0.0089,0.0043,0.7784,-0.7567,2.069,-2.0595,2.9457,-3.0074
85.684998084,0.009,0.0043,0.7828,-0.7612,2.0701,-2.0607,2.9341,-2.9958
85.689998084,0.0089,0.0043,0.7874,-0.7657,2.0712,-2.0619,2.922,-2.9837
85.694998084,0.009,0.0043,0.7922,-0.7706,2.0724,-2.0632,2.9093,-2.9712
85.699998084,0.0089,0.0043,0.7971,-0.7755,2.0735,-2.0644,2.8963,-2.9583
85.704998084,0.009,0.0043,0.8021,-0.7805,2.0747,-2.0657,2.8831,-2.9451
85.709998084,0.009,0.0043,0.8073,-0.7856,2.0758,-2.067,2.8695,-2.9316
85.714998084,0.0089,0.0043,0.8125,-0.7908,2.077,-2.0682,2.8556,-2.9178
85.719998084,0.009,0.0043,0.8177,-0.7961,2.0781,-2.0695,2.8417,-2.904
85.724998083,0.009,0.0043,0.8229,-0.8013,2.0792,-2.0707,2.8278,-2.8902
85.729998083,0.0089,0.0043,0.8281,-0.8064,2.0803,-2.0718,2.814,-2.8764
85.734998083,0.009,0.0043,0.8332,-0.8115,2.0813,-2.073,2.8004,-2.8629
85.739998083,0.009,0.0043,0.8381,-0.8165,2.0823,-2.074,2.7871,-2.8497
85.744998083,0.0089,0.0043,0.8432,-0.8215,2.0833,-2.0751,2.7736,-2.8363
85.749998083,0.009,0.0043,0.8482,-0.8265,2.0842,-2.0761,2.76,-2.8228
85.754998083,0.0089,0.0043,0.8532,-0.8315,2.0852,-2.0772,2.7464,-2.8093
85.759998083,0.009,0.0043,0.8583,-0.8366,2.0861,-2.0782,2.7326,-2.7956
85.764998083,0.009,0.0043,0.8633,-0.8417,2.0869,-2.0792,2.7189,-2.782
85.769998082,0.0089,0.0043,0.8684,-0.8467,2.0878,-2.0801,2.7052,-2.7683
85.774998082,0.009,0.0043,0.8734,-0.8518,2.0886,-2.081,2.6913,-2.7546
85.779998082,0.009,0.0043,0.8785,-0.8568,2.0894,-2.0819,2.6775,-2.7408
85.784998082,0.0089,0.0043,0.8835,-0.8619,2.0902,-2.0828,2.6638,-2.7272
85.789998082,0.009,0.0043,0.8884,-0.8668,2.0909,-2.0836,2.6502,-2.7137
85.794998082,0.009,0.0043,0.8933,-0.8717,2.0917,-2.0845,2.6367,-2.7003
85.799998082,0.0089,0.0043,0.8981,-0.8765,2.0923,-2.0852,2.6234,-2.6871
85.804998082,0.009,0.0043,0.9028,-0.8812,2.093,-2.086,2.6103,-2.6741
85.809998081,0.009,0.0043,0.9074,-0.8858,2.0936,-2.0867,2.5975,-2.6614
85.814998081,0.0089,0.0043,0.9119,-0.8903,2.0941,-2.0873,2.585,-2.649
85.819998081,0.009,0.0043,0.9162,-0.8946,2.0947,-2.0879,2.5729,-2.637
85.824998081,0.0089,0.0043,0.9204,-0.8988,2.0952,-2.0885,2.5612,-2.6254
85.829998081,0.009,0.0043,0.9245,-0.9028,2.0956,-2.089,2.5498,-2.6142
85.834998081,0.0089,0.0043,0.9283,-0.9067,2.0961,-2.0895,2.5389,-2.6034
85.839998081,0.009,0.0043,0.932,-0.9104,2.0964,-2.09,2.5285,-2.5931
85.844998081,0.0089,0.0043,0.9356,-0.9139,2.0968,-2.0904,2.5185,-2.5832
85.849998081,0.009,0.0043,0.9389,-0.9173,2.0971,-2.0908,2.5089,-2.5737
85.85499808,0.0089,0.0043,0.9421,-0.9204,2.0975,-2.0912,2.4998,-2.5647
85.85999808,0.009,0.0043,0.9452,-0.9235,2.0977,-2.0916,2.4911,-2.5561
85.86499808,0.0089,0.0043,0.9481,-0.9264,2.098,-2.0919,2.4829,-2.548
85.86999808,0.009,0.0043,0.9508,-0.9291,2.0982,-2.0922,2.4751,-2.5403
85.87499808,0.0089,0.0043,0.9534,-0.9317,2.0984,-2.0924,2.4676,-2.533
85.87999808000001,0.009,0.0043,0.9558,-0.9341,2.0986,-2.0927,2.4606,-2.5261
85.88499808,0.0089,0.0043,0.9582,-0.9364,2.0988,-2.0929,2.454,-2.5195
85.88999808,0.009,0.0043,0.9603,-0.9386,2.099,-2.0931,2.4478,-2.5134
85.89499808,0.0089,0.0043,0.9624,-0.9406,2.0991,-2.0933,2.442,-2.5076
85.899998079,0.009,0.0043,0.9643,-0.9425,2.0993,-2.0935,2.4365,-2.5022
85.904998079,0.0089,0.0043,0.9661,-0.9443,2.0994,-2.0936,2.4313,-2.4971
85.909998079,0.009,0.0043,0.9677,-0.946,2.0995,-2.0938,2.4265,-2.4923
85.914998079,0.0089,0.0043,0.9693,-0.9475,2.0996,-2.0939,2.4219,-2.4878
85.919998079,0.009,0.0043,0.9708,-0.949,2.0997,-2.0941,2.4177,-2.4837
85.924998079,0.0089,0.0043,0.9722,-0.9503,2.0998,-2.0942,2.4137,-2.4798
85.929998079,0.009,0.0043,0.9734,-0.9516,2.0999,-2.0943,2.41,-2.4761
85.934998079,0.0089,0.0043,0.9746,-0.9528,2.1,-2.0944,2.4065,-2.4727
85.939998079,0.009,0.0044,0.9757,-0.9539,2.1,-2.0945,2.4033,-2.4696
85.944998078,0.0089,0.0043,0.9768,-0.955,2.1001,-2.0945,2.4002,-2.4665
85.949998078,0.009,0.0044,0.9778,-0.956,2.1001,-2.0946,2.3972,-2.4635
85.954998078,0.0089,0.0043,0.9789,-0.957,2.1002,-2.0947,2.3943,-2.4606
85.959998078,0.009,0.0044,0.9799,-0.958,2.1003,-2.0948,2.3913,-2.4578
85.964998078,0.0089,0.0043,0.9809,-0.959,2.1003,-2.0949,2.3884,-2.4549
85.969998078,0.009,0.0044,0.9819,-0.96,2.1004,-2.0949,2.3854,-2.452
85.974998078,0.0089,0.0043,0.9829,-0.961,2.1004,-2.095,2.3825,-2.4491
85.979998078,0.009,0.0044,0.9839,-0.962,2.1005,-2.0951,2.3796,-2.4463
85.984998078,0.0089,0.0043,0.9849,-0.963,2.1005,-2.0951,2.3768,-2.4435
85.989998077,0.009,0.0044,0.9858,-0.9639,2.1006,-2.0952,2.3741,-2.4408
85.994998077,0.0089,0.0043,0.9868,-0.9649,2.1006,-2.0953,2.3712,-2.438
85.999998077,0.009,0.0044,0.9877,-0.9659,2.1007,-2.0954,2.3684,-2.4352
86.004998077,0.0089,0.0043,0.9887,-0.9668,2.1007,-2.0954,2.3655,-2.4323
86.009998077,0.009,0.0044,0.9898,-0.9679,2.1007,-2.0955,2.3624,-2.4293
86.014998077,0.0089,0.0043,0.9908,-0.9689,2.1008,-2.0955,2.3593,-2.4262
86.019998077,0.009,0.0044,0.9919,-0.97,2.1008,-2.0956,2.3561,-2.4231
86.024998077,0.0089,0.0043,0.993,-0.9711,2.1009,-2.0957,2.3529,-2.4199
86.029998077,0.009,0.0044,0.9941,-0.9722,2.1009,-2.0958,2.3496,-2.4167
86.034998076,0.0089,0.0043,0.9952,-0.9733,2.101,-2.0958,2.3464,-2.4135
86.039998076,0.009,0.0044,0.9963,-0.9744,2.101,-2.0959,2.3431,-2.4103
86.044998076,0.0089,0.0043,0.9975,-0.9755,2.1011,-2.0959,2.3398,-2.407
86.049998076,0.009,0.0044,0.9986,-0.9767,2.1011,-2.096,2.3364,-2.4036
86.054998076,0.0089,0.0043,0.9998,-0.9778,2.1011,-2.0961,2.333,-2.4002
86.059998076,0.009,0.0044,1.0011,-0.9792,2.1012,-2.0962,2.3291,-2.3964
86.064998076,0.0089,0.0043,1.0025,-0.9806,2.1012,-2.0962,2.3249,-2.3923
86.069998076,0.009,0.0044,1.004,-0.9821,2.1013,-2.0963,2.3205,-2.3879
86.074998076,0.0089,0.0043,1.0057,-0.9837,2.1013,-2.0964,2.3157,-2.3831
86.079998075,0.009,0.0044,1.0074,-0.9855,2.1013,-2.0965,2.3106,-2.3781
86.084998075,0.0089,0.0043,1.0092,-0.9872,2.1014,-2.0965,2.3053,-2.3728
86.089998075,0.009,0.0044,1.011,-0.9891,2.1014,-2.0966,2.2999,-2.3674
86.094998075,0.0089,0.0043,1.0129,-0.991,2.1015,-2.0967,2.2941,-2.3617
86.099998075,0.009,0.0044,1.015,-0.9931,2.1015,-2.0968,2.288,-2.3557
86.104998075,0.0089,0.0043,1.0171,-0.9952,2.1015,-2.0969,2.2817,-2.3494
86.109998075,0.009,0.0043,1.0193,-0.9974,2.1016,-2.097,2.2751,-2.3429
86.114998075,0.0089,0.0043,1.0216,-0.9997,2.1016,-2.097,2.2683,-2.3361
86.119998075,0.009,0.0043,1.0239,-1.002,2.1016,-2.0971,2.2614,-2.3292
86.124998074,0.0089,0.0043,1.0263,-1.0045,2.1016,-2.0971,2.254,-2.3219
86.129998074,0.009,0.0043,1.0289,-1.007,2.1016,-2.0972,2.2465,-2.3143
86.134998074,0.0089,0.0043,1.0315,-1.0096,2.1016,-2.0973,2.2387,-2.3066
86.139998074,0.009,0.0044,1.0341,-1.0123,2.1016,-2.0973,2.2307,-2.2987
86.144998074,0.0089,0.0043,1.0368,-1.015,2.1016,-2.0973,2.2224,-2.2905
86.149998074,0.009,0.0043,1.0396,-1.0178,2.1016,-2.0974,2.2139,-2.2821
86.154998074,0.0089,0.0043,1.0425,-1.0207,2.1015,-2.0974,2.2052,-2.2734
86.159998074,0.009,0.0043,1.0455,-1.0238,2.1015,-2.0974,2.1961,-2.2643
86.164998074,0.0089,0.0043,1.0487,-1.0269,2.1014,-2.0974,2.1865,-2.2548
86.169998073,0.009,0.0043,1.0519,-1.0302,2.1013,-2.0974,2.1766,-2.2449
86.174998073,0.0089,0.0043,1.0553,-1.0335,2.1012,-2.0974,2.1663,-2.2346
86.179998073,0.009,0.0043,1.0587,-1.0371,2.1011,-2.0974,2.1556,-2.224
86.184998073,0.009,0.0043,1.0623,-1.0406,2.101,-2.0973,2.1446,-2.2131
86.189998073,0.009,0.0044,1.0659,-1.0443,2.1008,-2.0973,2.1335,-2.202
86.194998073,0.009,0.0043,1.0696,-1.048,2.1007,-2.0972,2.122,-2.1906
86.199998073,0.009,0.0044,1.0733,-1.0518,2.1005,-2.0971,2.1103,-2.1788
86.204998073,0.009,0.0043,1.0772,-1.0557,2.1003,-2.097,2.0984,-2.167
86.209998073,0.009,0.0044,1.081,-1.0596,2.1,-2.0968,2.0863,-2.1549
86.214998072,0.009,0.0043,1.085,-1.0635,2.0998,-2.0967,2.074,-2.1427
86.219998072,0.009,0.0044,1.0889,-1.0675,2.0995,-2.0965,2.0617,-2.1304
86.224998072,0.009,0.0043,1.0928,-1.0714,2.0992,-2.0963,2.0493,-2.1181
86.229998072,0.009,0.0044,1.0966,-1.0753,2.0989,-2.0961,2.037,-2.1058
86.234998072,0.009,0.0043,1.1005,-1.0792,2.0986,-2.0958,2.0249,-2.0937
86.239998072,0.009,0.0044,1.1042,-1.083,2.0982,-2.0956,2.0128,-2.0817
86.244998072,0.009,0.0043,1.1079,-1.0867,2.0979,-2.0953,2.001,-2.0699
86.249998072,0.009,0.0044,1.1115,-1.0904,2.0975,-2.0951,1.9893,-2.0583
86.254998072,0.009,0.0043,1.1151,-1.0939,2.0972,-2.0948,1.9779,-2.0469
86.259998071,0.009,0.0044,1.1185,-1.0974,2.0968,-2.0945,1.9667,-2.0358
86.264998071,0.009,0.0043,1.1219,-1.1008,2.0964,-2.0942,1.9557,-2.0249
86.269998071,0.009,0.0044,1.1251,-1.1041,2.096,-2.0939,1.9451,-2.0143
86.274998071,0.009,0.0043,1.1283,-1.1073,2.0956,-2.0936,1.9347,-2.004
86.279998071,0.009,0.0044,1.1314,-1.1104,2.0952,-2.0933,1.9246,-1.9939
86.284998071,0.009,0.0043,1.1344,-1.1134,2.0949,-2.0929,1.9148,-1.9842
86.289998071,0.009,0.0044,1.1372,-1.1163,2.0945,-2.0926,1.9054,-1.9748
86.294998071,0.009,0.0043,1.14,-1.1191,2.0941,-2.0923,1.8962,-1.9656
86.299998071,0.009,0.0044,1.1427,-1.1218,2.0937,-2.092,1.8873,-1.9568
86.30499807,0.009,0.0043,1.1453,-1.1244,2.0933,-2.0917,1.8787,-1.9482
86.30999807,0.009,0.0044,1.1477,-1.127,2.0929,-2.0914,1.8704,-1.94
86.31499807,0.009,0.0043,1.1501,-1.1294,2.0926,-2.091,1.8624,-1.932
86.31999807,0.009,0.0044,1.1524,-1.1317,2.0922,-2.0907,1.8546,-1.9243
86.32499807,0.009,0.0043,1.1547,-1.134,2.0919,-2.0904,1.8471,-1.9168
86.32999807,0.009,0.0044,1.1568,-1.1361,2.0915,-2.0901,1.8399,-1.9097
86.33499807,0.009,0.0043,1.1589,-1.1382,2.0912,-2.0898,1.833,-1.9028
86.33999807000001,0.009,0.0044,1.1608,-1.1402,2.0908,-2.0896,1.8263,-1.8961
86.34499807,0.009,0.0043,1.1627,-1.1421,2.0905,-2.0893,1.8199,-1.8897
86.349998069,0.009,0.0044,1.1645,-1.144,2.0902,-2.089,1.8137,-1.8836
86.354998069,0.009,0.0043,1.1663,-1.1457,2.0899,-2.0887,1.8078,-1.8777
86.359998069,0.009,0.0044,1.168,-1.1474,2.0895,-2.0885,1.802,-1.872
86.364998069,0.009,0.0043,1.1696,-1.149,2.0893,-2.0882,1.7965,-1.8665
86.369998069,0.009,0.0044,1.1711,-1.1506,2.089,-2.088,1.7912,-1.8612
86.374998069,0.009,0.0043,1.1726,-1.1521,2.0887,-2.0877,1.7861,-1.8561
86.379998069,0.009,0.0044,1.174,-1.1536,2.0884,-2.0875,1.7812,-1.8513
86.384998069,0.009,0.0043,1.1754,-1.1549,2.0881,-2.0872,1.7765,-1.8466
86.389998069,0.009,0.0044,1.1767,-1.1563,2.0879,-2.087,1.772,-1.8421
86.394998068,0.009,0.0043,1.178,-1.1575,2.0876,-2.0868,1.7677,-1.8378
86.399998068,0.009,0.0044,1.1792,-1.1588,2.0874,-2.0866,1.7635,-1.8336
86.404998068,0.009,0.0043,1.1803,-1.1599,2.0872,-2.0864,1.7595,-1.8296
86.409998068,0.009,0.0044,1.1814,-1.1611,2.0869,-2.0862,1.7557,-1.8258
86.414998068,0.009,0.0043,1.1825,-1.1621,2.0867,-2.086,1.7519,-1.8221
86.419998068,0.009,0.0044,1.1833,-1.163,2.0865,-2.0859,1.749,-1.8192
86.424998068,0.009,0.0043,1.1841,-1.1638,2.0864,-2.0857,1.7464,-1.8165
86.429998068,0.009,0.0044,1.1848,-1.1645,2.0862,-2.0856,1.744,-1.8142
86.434998068,0.009,0.0043,1.1853,-1.165,2.0861,-2.0855,1.742,-1.8122
86.439998067,0.009,0.0044,1.1858,-1.1655,2.086,-2.0854,1.7403,-1.8104
86.444998067,0.009,0.0043,1.1862,-1.1659,2.0859,-2.0853,1.7389,-1.809
86.449998067,0.009,0.0044,1.1865,-1.1663,2.0859,-2.0853,1.7378,-1.8079
86.454998067,0.0089,0.0043,1.1868,-1.1665,2.0858,-2.0852,1.737,-1.807
86.459998067,0.009,0.0044,1.1869,-1.1667,2.0858,-2.0852,1.7365,-1.8064
86.464998067,0.0089,0.0043,1.187,-1.1668,2.0858,-2.0851,1.7364,-1.8061
86.469998067,0.009,0.0044,1.187,-1.1669,2.0858,-2.0851,1.7364,-1.8059
86.474998067,0.009,0.0043,1.1869,-1.1668,2.0858,-2.0851,1.7365,-1.806
86.479998067,0.009,0.0044,1.1868,-1.1668,2.0858,-2.0852,1.7368,-1.8061
86.484998066,0.009,0.0043,1.1867,-1.1667,2.0858,-2.0852,1.7371,-1.8063
86.489998066,0.009,0.0044,1.1866,-1.1667,2.0858,-2.0852,1.7376,-1.8066
86.494998066,0.009,0.0043,1.1864,-1.1666,2.0859,-2.0852,1.7382,-1.8069
86.499998066,0.009,0.0044,1.1862,-1.1664,2.0859,-2.0852,1.7388,-1.8074
86.504998066,0.009,0.0043,1.1861,-1.1663,2.086,-2.0852,1.7395,-1.8079
86.509998066,0.009,0.0044,1.1858,-1.1661,2.086,-2.0853,1.7403,-1.8085
86.514998066,0.009,0.0043,1.1856,-1.1659,2.0861,-2.0853,1.7412,-1.8092
86.519998066,0.009,0.0044,1.1853,-1.1657,2.0861,-2.0854,1.7421,-1.81
86.524998066,0.009,0.0043,1.185,-1.1654,2.0862,-2.0854,1.7432,-1.8109
86.529998065,0.009,0.0044,1.1847,-1.1651,2.0862,-2.0855,1.7443,-1.8118
86.534998065,0.009,0.0043,1.1844,-1.1648,2.0863,-2.0855,1.7455,-1.8129
86.539998065,0.009,0.0044,1.184,-1.1645,2.0864,-2.0856,1.7467,-1.814
86.544998065,0.009,0.0043,1.1836,-1.1641,2.0865,-2.0856,1.748,-1.8152
86.549998065,0.009,0.0044,1.1832,-1.1638,2.0866,-2.0857,1.7495,-1.8165
86.554998065,0.009,0.0043,1.1828,-1.1634,2.0867,-2.0858,1.7509,-1.8179
86.559998065,0.009,0.0044,1.1823,-1.163,2.0867,-2.0859,1.7525,-1.8193
